income_k,debt_ratio,credit_score,employment_years,existing_loans,home_ownership,marital_status,application_channel,approved
14.46,0.134,478.0,11.1,0,rent,married,branch,approved
24.55,0.159,610.0,4.9,1,mortgage,married,partner,approved
30.67,0.356,549.0,5.2,4,mortgage,married,branch,approved
22.67,0.458,744.0,1.3,2,rent,single,partner,approved
22.24,0.197,575.0,3.8,0,rent,single,web,approved
28.0,0.735,662.0,6.6,0,mortgage,married,web,approved
18.88,0.483,704.0,0.2,1,rent,married,web,approved
12.26,0.588,572.0,7.4,0,mortgage,single,partner,approved
32.32,0.29,605.0,2.9,0,own,married,partner,approved
24.18,0.314,617.0,13.0,0,rent,single,web,approved
5.86,0.278,701.0,5.4,3,rent,single,web,approved
37.21,0.363,642.0,5.4,1,own,married,partner,approved
3.0,0.464,701.0,0.0,3,rent,single,web,approved
16.73,0.314,620.0,3.5,5,rent,single,partner,approved
9.5,0.409,651.0,4.0,0,rent,married,web,approved
15.43,0.552,626.0,7.4,1,own,single,partner,rejected
23.02,0.02,565.0,6.4,2,rent,married,branch,approved
28.7,0.553,771.0,0.0,1,rent,single,web,approved
13.65,0.203,742.0,8.0,3,mortgage,single,web,approved
17.9,0.237,599.0,11.4,2,mortgage,single,web,approved
21.58,0.379,603.0,4.8,2,own,single,partner,approved
18.41,0.519,524.0,0.0,1,rent,married,web,rejected
26.93,0.595,755.0,6.7,1,rent,married,web,approved
7.91,0.568,539.0,2.3,0,mortgage,single,branch,rejected
16.54,0.383,590.0,10.1,2,rent,single,web,approved
11.82,0.488,639.0,9.1,2,mortgage,married,web,approved
26.39,0.29,673.0,3.1,0,mortgage,married,partner,approved
15.66,0.609,555.0,7.2,0,own,single,web,approved
20.84,0.275,579.0,6.4,2,own,married,partner,approved
6.65,0.329,632.0,8.3,0,mortgage,single,partner,approved
34.93,0.41,676.0,1.9,2,mortgage,married,web,approved
14.61,0.275,592.0,1.3,1,mortgage,single,branch,approved
21.41,0.232,757.0,7.6,1,rent,married,web,approved
15.66,0.208,601.0,6.2,1,rent,single,web,approved
30.52,0.53,561.0,10.9,2,rent,married,partner,approved
6.69,0.533,627.0,5.4,1,rent,single,web,approved
12.65,0.594,630.0,12.0,1,rent,married,web,approved
17.75,0.201,504.0,11.8,1,mortgage,married,web,approved
32.36,0.245,593.0,0.0,1,mortgage,single,web,approved
19.85,0.381,701.0,7.8,1,rent,single,branch,approved
9.61,0.388,635.0,7.8,1,mortgage,single,web,approved
12.44,0.38,717.0,2.2,3,own,single,branch,approved
17.79,0.635,570.0,12.5,1,rent,single,web,approved
20.44,0.369,785.0,3.5,0,mortgage,married,branch,approved
26.64,0.092,656.0,0.0,2,mortgage,single,branch,approved
16.06,0.28,622.0,9.4,1,rent,single,web,approved
18.47,0.212,735.0,13.7,1,own,married,web,approved
29.08,0.537,753.0,6.9,2,own,single,branch,approved
24.7,0.299,727.0,0.0,2,rent,single,branch,approved
23.43,0.221,595.0,4.1,1,mortgage,married,branch,approved
31.32,0.02,595.0,11.8,2,mortgage,married,branch,approved
19.88,0.64,662.0,5.9,2,mortgage,single,partner,rejected
3.0,0.562,664.0,11.8,4,mortgage,married,branch,approved
29.58,0.066,754.0,5.8,2,rent,single,web,approved
16.84,0.326,701.0,0.3,2,mortgage,single,web,approved
13.85,0.208,740.0,0.0,0,mortgage,married,web,approved
12.13,0.243,675.0,7.1,0,mortgage,single,web,approved
19.75,0.486,661.0,2.1,2,own,married,branch,approved
24.96,0.168,615.0,4.7,0,rent,single,web,approved
33.25,0.698,669.0,3.4,2,rent,married,branch,approved
8.23,0.366,653.0,12.1,3,mortgage,married,web,approved
23.56,0.158,709.0,6.3,3,rent,single,web,approved
25.58,0.289,718.0,0.0,2,rent,married,web,approved
24.71,0.243,610.0,8.5,1,rent,single,web,approved
12.48,0.484,590.0,6.8,2,rent,single,branch,approved
22.54,0.111,614.0,4.3,2,rent,single,web,approved
25.69,0.378,558.0,5.2,1,rent,married,web,approved
21.98,0.211,719.0,0.0,2,rent,married,web,approved
22.83,0.345,624.0,13.8,2,rent,single,branch,approved
13.88,0.223,589.0,9.3,0,rent,married,partner,approved
19.83,0.307,574.0,2.8,0,mortgage,single,web,approved
19.96,0.659,592.0,4.4,3,mortgage,married,partner,approved
22.92,0.457,667.0,5.8,1,rent,married,partner,approved
31.19,0.063,542.0,9.8,1,mortgage,single,web,approved
20.79,0.18,755.0,10.8,2,mortgage,married,partner,approved
11.09,0.389,591.0,2.0,2,rent,single,web,approved
22.77,0.215,610.0,7.0,3,own,single,web,approved
16.0,0.168,712.0,1.8,2,mortgage,single,branch,approved
33.9,0.467,639.0,7.0,0,rent,married,branch,approved
13.47,0.402,793.0,6.8,2,mortgage,married,branch,approved
18.85,0.17,664.0,8.0,3,mortgage,married,branch,approved
19.09,0.312,707.0,4.7,3,own,married,partner,approved
25.49,0.667,679.0,6.5,1,rent,single,partner,approved
19.07,0.199,634.0,5.5,2,rent,single,branch,approved
14.98,0.02,686.0,4.0,1,rent,married,web,rejected
23.58,0.155,802.0,0.0,1,mortgage,married,web,approved
28.83,0.257,645.0,3.8,2,mortgage,single,branch,approved
26.06,0.425,647.0,8.0,2,rent,married,branch,approved
17.21,0.532,628.0,7.2,4,rent,single,partner,approved
24.25,0.465,621.0,4.9,0,rent,married,partner,approved
12.57,0.028,787.0,7.0,1,mortgage,married,partner,approved
24.61,0.323,606.0,5.7,3,mortgage,single,branch,approved
9.68,0.187,633.0,7.8,1,rent,single,web,approved
