hidden_segment,age,income_k,monthly_visits,avg_spend,online_ratio,coupon_usage,return_rate
family,40.9132,21.1755,5.3649,278.4905,0.5323,0.3175,0.072
family,32.8566,25.788,5.834,263.4308,0.3618,0.4495,0.0606
digital,33.0845,11.5224,8.1535,229.5182,0.8842,0.3068,0.1074
digital,26.3106,21.002,9.1837,194.2853,0.7772,0.0104,0.0859
price_sensitive,33.2418,7.0844,5.8186,157.7024,0.4681,0.4222,0.0871
digital,32.8438,20.9264,6.9777,120.8394,0.6475,0.2242,0.0689
family,33.6039,26.6202,10.1337,307.3453,0.3919,0.2307,0.0912
digital,30.5969,13.5641,6.5463,153.525,0.6677,0.3279,0.043
digital,34.7185,17.3282,9.0407,207.1782,0.7346,0.3343,0.1905
digital,26.0494,22.1315,7.8446,180.5866,0.8546,0.0634,0.1812
price_sensitive,40.0869,21.6697,5.8669,147.6877,0.4524,0.6009,0.1206
digital,33.4781,19.9132,10.1864,123.9866,0.8449,0.24,0.2001
digital,18.0,20.3829,8.4907,40.6267,0.756,0.0979,0.0635
digital,27.0752,11.0443,7.5058,133.7949,0.8676,0.1823,0.0907
premium,39.3866,19.572,5.4335,472.6015,0.5031,0.2181,0.1101
family,24.2253,32.3081,7.0513,385.9942,0.2582,0.1559,0.0843
premium,63.0359,32.7051,4.2694,581.6115,0.3874,0.0171,0.0441
digital,22.788,24.9982,10.7617,167.2693,0.8161,0.1523,0.045
price_sensitive,33.0896,12.1044,8.7257,114.8564,0.4217,0.3658,0.0958
family,43.8742,16.0292,10.8696,330.2589,0.4005,0.1706,0.0422
family,34.1362,27.8442,6.1042,282.4743,0.0923,0.2294,0.0827
price_sensitive,46.6642,10.462,7.9557,105.3797,0.3779,0.4705,0.145
family,35.8713,28.0527,8.9853,264.3831,0.1807,0.1733,0.1029
price_sensitive,21.6173,10.7002,7.1278,208.006,0.2321,0.4583,0.0944
premium,37.9645,47.1909,5.4728,493.8401,0.4499,0.1584,0.0062
family,34.6704,19.7573,7.6399,404.8985,0.3589,0.1314,0.04
premium,33.9268,29.4172,5.9174,587.0307,0.4335,0.0909,0.0756
digital,38.8162,15.9868,7.933,84.9689,0.7417,0.1951,0.1404
digital,26.6036,12.4261,8.2234,253.8767,0.6284,0.1129,0.0742
digital,23.7741,14.9497,8.0962,228.7165,0.7965,0.3334,0.1305
family,38.4792,20.8189,6.6933,420.8032,0.2406,0.2672,0.0826
family,37.4354,19.9828,6.7912,403.4828,0.3165,0.2491,0.0849
digital,32.5086,20.3247,12.5429,163.1573,0.8343,0.2349,0.116
digital,30.363,16.9547,7.7572,214.3557,0.8898,0.2285,0.1231
price_sensitive,29.8492,19.3121,4.8806,156.0035,0.3496,0.234,0.1064
premium,30.4338,31.0113,3.8656,409.1136,0.6512,0.1104,0.0937
family,26.3788,23.6304,8.2731,283.092,0.4619,0.3888,0.0559
family,43.5939,20.6045,7.4119,286.8308,0.2244,0.1808,0.0592
price_sensitive,26.2061,18.4503,6.6029,197.3567,0.3639,0.6259,0.0738
family,37.1197,23.1411,6.198,234.6544,0.5193,0.4813,0.0421
family,45.0409,13.7163,6.6704,381.2657,0.2788,0.2435,0.0412
digital,27.2216,14.2138,6.1817,221.0309,0.8333,0.1822,0.1652
premium,27.6714,40.3364,3.6824,592.2098,0.5944,0.0993,0.1698
premium,47.0861,47.5359,7.7239,584.1478,0.5021,0.0419,0.0822
premium,40.516,40.1392,7.3168,857.035,0.545,0.1667,0.14
family,29.9892,24.1918,7.9958,226.8331,0.2258,0.1971,0.0673
premium,33.2147,54.9228,4.9848,410.6526,0.4583,0.0845,0.0699
family,45.0856,9.2039,7.5683,251.2305,0.4885,0.183,0.0823
family,25.4771,21.4939,9.0735,341.4066,0.2377,0.1391,0.1172
digital,20.2322,9.1367,11.8193,198.4332,0.8324,0.2347,0.0339
family,31.8776,17.0728,6.2639,309.5311,0.2335,0.3701,0.096
premium,49.3822,40.2232,6.5414,611.0003,0.5203,0.1537,0.0761
price_sensitive,30.9442,10.3257,7.2944,165.4083,0.229,0.6078,0.1929
digital,29.4145,20.301,8.8317,105.3774,0.7411,0.1013,0.1869
premium,39.1179,32.7716,5.1876,353.0415,0.2483,0.0358,0.0726
family,30.2832,22.7634,7.3776,389.1952,0.1546,0.1792,0.0384
price_sensitive,42.2914,25.1496,6.8557,126.1108,0.2996,0.3878,0.1104
price_sensitive,30.5093,12.8785,6.3577,179.2068,0.3075,0.3354,0.1162
price_sensitive,45.9424,15.5495,7.4965,202.7071,0.3779,0.3026,0.1387
price_sensitive,39.7989,14.5177,3.3827,114.0387,0.2057,0.5892,0.0717
price_sensitive,28.8133,21.2648,6.2992,119.5295,0.3335,0.4532,0.0866
digital,31.1484,13.9446,8.7767,210.1789,0.7158,0.3185,0.1608
digital,27.4008,20.289,11.626,100.4084,0.7359,0.2092,0.1275
price_sensitive,27.5839,13.9524,7.8731,55.575,0.6179,0.4145,0.0725
digital,37.4803,17.7722,8.0126,185.5539,0.7047,0.1487,0.0946
family,37.9451,28.729,8.6024,312.3952,0.255,0.3027,0.0116
premium,34.1261,29.1222,3.9537,517.7758,0.5396,0.0344,0.0852
premium,49.0913,19.1689,5.9958,500.0273,0.4867,0.1609,0.0966
price_sensitive,30.2659,13.4092,6.3448,51.0573,0.4616,0.4373,0.0482
digital,25.2413,28.5721,7.9211,206.8284,0.7797,0.0661,0.1194
digital,29.8391,15.4771,10.8335,132.537,0.7098,0.2289,0.0951
family,44.4235,28.3723,6.3347,307.3646,0.3718,0.4368,0.0569
family,32.351,19.1928,3.1556,251.1306,0.1588,0.3368,0.0
premium,40.3945,50.6667,6.1758,680.794,0.3854,0.0831,0.0796
family,41.7739,18.7569,4.2991,363.0703,0.4389,0.2616,0.067
digital,40.0081,22.5728,7.0285,154.3796,0.7177,0.0303,0.0783
digital,34.3198,30.8978,8.1702,287.1115,0.6908,0.2753,0.1094
family,31.2341,19.9946,6.9361,277.2649,0.3859,0.4044,0.0448
price_sensitive,31.02,14.7226,6.2916,120.8835,0.4085,0.3496,0.1145
digital,33.6132,15.0681,8.4308,290.8387,0.6456,0.1173,0.0883
premium,41.3982,24.0298,5.9312,633.1669,0.1664,0.1395,0.0969
price_sensitive,33.7982,8.4431,5.66,108.3814,0.384,0.567,0.0813
price_sensitive,27.4278,11.7372,5.8502,109.1899,0.4557,0.4143,0.1216
digital,40.6461,18.43,8.7917,203.4151,0.8198,0.1291,0.1079
family,37.9873,18.3047,6.7487,388.8471,0.2421,0.182,0.066
premium,23.6848,41.0442,3.5325,787.1542,0.2634,0.3404,0.0864
premium,38.0144,39.7179,2.0758,387.6476,0.5897,0.1229,0.1022
price_sensitive,47.6427,13.2572,3.5517,136.1544,0.216,0.5478,0.0512
premium,38.2267,35.3265,4.9215,495.1696,0.1414,0.092,0.0592
price_sensitive,26.1733,14.3096,5.5087,108.0553,0.4694,0.5135,0.0888
family,35.4106,13.5326,9.2725,347.2445,0.3119,0.4392,0.0145
premium,40.0818,36.3574,3.7682,552.2278,0.3749,0.0744,0.1562
family,46.0737,28.3629,3.387,179.9139,0.3369,0.2344,0.0569
family,31.558,20.7457,5.7886,409.2068,0.2954,0.2147,0.0736
digital,24.9158,23.5759,8.1764,267.0636,0.7221,0.3273,0.1684
premium,34.0247,37.9706,3.6154,531.5377,0.4796,0.1652,0.1513
price_sensitive,23.3678,12.2721,3.8064,138.3696,0.4249,0.1995,0.1791
premium,44.3025,23.0059,8.2163,500.0879,0.31,0.2851,0.0669
price_sensitive,43.4424,13.7982,1.697,115.6744,0.3272,0.3141,0.0894
price_sensitive,38.7452,9.3659,5.3066,209.7591,0.3551,0.4597,0.0581
digital,37.4551,22.2462,12.458,226.2365,0.6791,0.1747,0.0624
digital,22.5006,16.477,11.997,155.95,0.7794,0.1866,0.1538
family,43.3918,27.1096,4.297,320.8488,0.2156,0.2593,0.0724
premium,42.6675,24.5627,5.928,686.3669,0.4586,0.163,0.1201
digital,30.3576,17.0738,8.6179,99.4204,0.7191,0.2452,0.0991
family,33.9566,20.927,5.3959,238.3265,0.378,0.2383,0.0419
family,49.2882,22.2107,6.7215,262.3704,0.2354,0.3664,0.0239
family,36.064,26.1371,6.52,213.7391,0.4773,0.3901,0.0228
family,45.5851,24.6359,7.0107,250.6928,0.2576,0.2819,0.0719
price_sensitive,21.4567,14.0839,7.712,93.727,0.2804,0.5374,0.0596
family,36.0356,26.8865,6.4621,346.652,0.4467,0.1612,0.0791
digital,23.5097,12.5481,7.2726,167.4668,0.826,0.3064,0.1748
premium,46.7361,26.3788,4.41,470.8874,0.8028,0.0885,0.0499
family,43.8165,32.4067,7.5763,297.8088,0.3042,0.2493,0.0979
digital,21.6232,17.9262,8.6555,50.3085,0.7128,0.0363,0.0881
premium,32.4253,35.1611,6.3653,586.993,0.4151,0.16,0.0
premium,32.4154,32.1812,3.2237,601.1582,0.3237,0.0608,0.0961
price_sensitive,30.5426,11.2539,4.5355,109.3651,0.4187,0.5697,0.1331
digital,18.0,14.4803,8.8857,171.5828,0.7222,0.1161,0.1669
digital,40.6149,20.4984,9.1362,175.5476,0.8982,0.2657,0.1413
digital,26.8853,14.4915,8.805,120.0355,0.8849,0.1693,0.1178
price_sensitive,43.5662,11.8547,4.6097,169.757,0.4052,0.4282,0.0893
digital,28.9736,18.7966,6.5453,112.979,0.7839,0.3268,0.1153
family,27.123,12.7054,6.7534,323.6886,0.4918,0.3825,0.098
premium,33.209,28.2468,5.5502,638.2769,0.6808,0.0345,0.1022
family,50.2598,24.3184,7.3255,248.4735,0.2119,0.2696,0.0319
digital,34.7172,31.6958,7.6588,197.7221,0.6902,0.243,0.1012
digital,38.8401,10.8102,8.2507,88.6073,0.8442,0.192,0.1198
price_sensitive,44.5863,18.1988,4.6977,96.5608,0.3465,0.5337,0.1415
premium,40.2502,45.704,4.9287,512.8117,0.4059,0.1768,0.1262
digital,20.8269,18.1415,5.2909,217.5901,0.6249,0.0941,0.0276
family,38.6146,26.1857,7.9935,259.769,0.3308,0.2158,0.022
digital,22.4976,17.6926,6.9204,218.5133,0.6724,0.288,0.0549
digital,28.8624,15.6854,7.884,206.8421,0.6192,0.3087,0.1217
price_sensitive,46.5992,16.645,8.0549,87.4997,0.5339,0.5351,0.1701
digital,26.1248,13.807,11.8896,289.016,0.6738,0.1083,0.0871
price_sensitive,29.4343,14.2169,7.1235,136.478,0.0742,0.4426,0.0723
family,36.9404,15.7616,6.4712,273.3744,0.2789,0.2124,0.0366
price_sensitive,31.5814,12.5969,6.398,150.0224,0.3186,0.4123,0.0461
premium,52.621,28.2993,3.6631,557.8125,0.6216,0.0438,0.0648
premium,47.788,23.0244,7.0381,611.7863,0.3076,0.0272,0.0805
family,32.2993,15.1008,9.5545,312.3281,0.3417,0.1902,0.0102
price_sensitive,20.9018,15.8085,5.603,119.0497,0.2407,0.4395,0.0595
digital,28.1736,17.4226,8.3133,197.4145,0.7483,0.1589,0.2336
digital,31.1696,16.8673,10.6221,176.169,0.8647,0.2107,0.1589
premium,47.1233,41.607,4.0914,438.2814,0.7403,0.1341,0.022
family,48.2122,23.3224,6.1345,366.9266,0.2588,0.2619,0.0912
family,32.4523,24.3493,9.3503,327.8922,0.3412,0.2913,0.025
family,35.6634,7.0278,4.695,187.3093,0.3607,0.2328,0.0362
premium,37.3922,30.764,7.632,434.9599,0.5729,0.0146,0.0111
price_sensitive,33.9096,17.2304,5.2326,156.3118,0.4662,0.4487,0.127
family,20.7914,13.9574,3.8008,315.7081,0.3071,0.1819,0.0838
digital,31.4491,17.02,12.2366,190.7366,0.8223,0.1343,0.0427
family,36.1829,19.9924,9.7348,203.3412,0.4242,0.4372,0.0643
premium,46.3383,23.8308,2.2251,426.9378,0.5306,0.1466,0.0938
family,30.1118,21.4402,6.0925,372.1828,0.2446,0.075,0.0778
family,31.7566,23.1822,7.2311,293.4588,0.3074,0.1304,0.0057
family,41.1946,14.9128,4.3768,334.1744,0.4123,0.0456,0.0865
family,32.3702,16.8863,10.7798,314.0551,0.2712,0.3436,0.0569
family,25.5392,24.7591,9.5773,254.1289,0.3994,0.2472,0.0547
family,31.8418,25.6552,7.6409,313.383,0.3698,0.4236,0.0332
family,28.5578,20.5801,7.9844,259.4071,0.2925,0.2736,0.0376
family,31.5058,21.7098,5.6127,396.1644,0.2278,0.3542,0.1086
premium,42.3057,35.501,7.1585,712.6073,0.3099,0.1159,0.0508
price_sensitive,35.8415,9.054,4.7712,149.0777,0.5495,0.3907,0.0209
price_sensitive,19.9045,13.7074,4.3109,102.7563,0.5656,0.4913,0.1356
family,40.9448,20.0855,6.9165,393.7109,0.0345,0.2508,0.083
digital,31.1683,14.1117,8.73,139.0535,0.7819,0.1284,0.1097
price_sensitive,30.5634,10.519,6.6609,122.6728,0.6038,0.543,0.0004
family,21.9808,28.881,4.7077,284.1868,0.3745,0.2875,0.0356
premium,54.6749,32.7446,4.3209,690.8954,0.5579,0.1515,0.0673
premium,39.3857,46.9778,6.9387,661.842,0.4971,0.1585,0.0076
price_sensitive,35.4826,5.3222,7.8875,145.7145,0.33,0.2683,0.0759
price_sensitive,38.4731,8.8165,5.8993,123.8833,0.3738,0.2425,0.1157
digital,31.2974,20.2304,7.8991,209.3575,0.7268,0.2704,0.1591
family,44.9619,21.8827,7.2839,168.4761,0.2424,0.1355,0.0446
premium,42.6695,36.1016,5.3938,567.6195,0.3525,0.1308,0.0393
price_sensitive,21.4263,14.6914,6.8585,141.4539,0.3743,0.2675,0.0347
price_sensitive,29.097,9.1688,5.9386,169.1927,0.6056,0.5339,0.0233
price_sensitive,29.3695,11.5592,5.1519,131.7372,0.4344,0.4244,0.1408
premium,43.0006,14.9664,7.003,698.4964,0.4843,0.0824,0.0469
premium,55.4617,28.9585,6.4015,500.4091,0.3103,0.1171,0.0676
price_sensitive,27.795,14.3222,6.1056,135.3919,0.5102,0.5524,0.1137
premium,38.1996,29.4251,4.9654,481.7097,0.3397,0.1273,0.09
price_sensitive,35.5823,19.2539,5.7295,98.6182,0.3668,0.3849,0.1108
price_sensitive,36.4032,10.2298,5.8509,165.5055,0.304,0.5174,0.0585
family,44.2749,29.9712,7.5656,302.0695,0.2629,0.2837,0.0809
family,34.8198,14.2585,7.4801,348.1619,0.3229,0.1921,0.0434
digital,26.3272,20.2897,5.1264,140.8427,0.9471,0.275,0.0991
digital,23.2346,22.651,11.9879,106.2208,0.7096,0.1726,0.1187
digital,23.5068,18.9155,8.5242,140.3044,0.8503,0.1522,0.132
family,40.9111,16.3365,3.7716,277.4308,0.1976,0.1755,0.0831
family,38.8818,19.0748,6.7135,384.9378,0.4045,0.3475,0.1134
family,30.5173,23.4564,7.7072,238.0156,0.2437,0.3657,0.0501
family,32.6336,10.3465,6.0247,308.1155,0.3045,0.295,0.0859
family,47.4058,23.9587,6.9879,247.9148,0.4331,0.2988,0.1025
family,43.5293,27.6028,9.7166,307.0656,0.2327,0.2097,0.062
family,34.2532,12.2049,9.0465,195.0896,0.3244,0.4013,0.0416
family,30.6844,25.8215,8.3491,430.5145,0.3967,0.2836,0.0339
family,22.8,22.871,1.0926,253.3674,0.3868,0.4727,0.0
digital,26.4357,10.0805,10.5029,201.2719,0.6419,0.0445,0.1149
digital,27.9092,25.7567,6.8531,71.6219,0.6592,0.3072,0.1188
digital,25.8932,21.0868,7.2648,212.7164,0.8005,0.2174,0.1246
price_sensitive,26.4297,9.2224,8.1419,162.537,0.4459,0.5773,0.109
family,47.426,28.7054,5.8702,324.1016,0.2502,0.5822,0.0813
price_sensitive,35.1284,11.4102,5.7676,140.646,0.4346,0.4273,0.1697
family,30.6295,20.5329,8.9487,345.4013,0.3918,0.3514,0.0738
premium,38.4848,25.3929,5.4771,581.1454,0.6894,0.0639,0.0798
price_sensitive,18.0,8.3143,6.7371,142.9835,0.3313,0.49,0.1203
digital,28.011,16.0423,9.8165,179.2935,0.7725,0.1723,0.0535
premium,28.2184,36.6308,3.087,312.4656,0.6494,0.1227,0.0535
family,29.8662,21.8908,6.9083,346.2244,0.1487,0.2144,0.0611
digital,35.4543,27.2868,7.0101,192.9564,0.4831,0.1561,0.1792
premium,36.24,21.4959,7.3575,645.0369,0.4347,0.0208,0.0969
price_sensitive,24.7346,19.2292,7.4262,174.1516,0.4453,0.5348,0.101
digital,23.7105,16.5945,9.1759,259.8763,0.7288,0.0728,0.101
digital,27.1934,23.3911,6.1849,157.6068,0.7898,0.2591,0.0498
premium,25.3193,39.5657,5.5007,386.5656,0.6198,0.0218,0.1345
premium,43.9823,18.6155,6.1798,497.478,0.3524,0.1667,0.1144
digital,31.6224,16.5117,4.403,152.8344,0.7189,0.1487,0.1208
family,47.3284,27.9142,7.2272,343.9631,0.1907,0.519,0.0555
digital,21.8455,15.6083,7.5873,224.3068,0.7099,0.0754,0.0444
family,41.0787,29.2141,7.642,266.0114,0.2004,0.3106,0.0624
digital,51.8953,20.574,9.5551,190.8007,0.6663,0.1664,0.0786
family,46.9575,35.8314,4.757,176.7981,0.3578,0.3725,0.1145
price_sensitive,43.5903,11.0792,3.131,90.5251,0.4428,0.3647,0.0392
digital,30.494,10.3314,9.4295,188.9488,0.9095,0.0728,0.1588
family,38.9816,16.6017,5.3237,210.5362,0.3443,0.0418,0.0141
premium,38.1589,38.7908,7.1023,458.1949,0.4878,0.0027,0.0871
premium,42.7657,23.8059,5.5129,419.0713,0.2659,0.0,0.076
digital,27.9401,24.2919,9.5789,155.9494,0.7672,0.3187,0.1064
price_sensitive,31.6216,14.8392,7.4451,166.9486,0.4663,0.3796,0.0788
family,37.9101,26.2295,8.0238,333.2013,0.253,0.0228,0.0961
family,40.74,18.4361,7.3438,356.8696,0.1929,0.3024,0.0328
family,36.5554,18.7865,7.8191,385.8682,0.3763,0.1954,0.0625
price_sensitive,35.8828,10.6534,6.7245,129.3508,0.2949,0.3797,0.1332
digital,22.6764,18.5395,15.1385,148.2043,0.615,0.1515,0.0117
digital,25.7333,21.0954,12.5522,229.5254,0.8191,0.0619,0.1287
digital,26.7758,15.2094,8.4783,182.9048,0.6399,0.2817,0.099
digital,26.6686,19.9364,9.6089,167.4854,0.8472,0.0933,0.1528
family,41.1429,22.652,5.4071,215.7008,0.3544,0.2086,0.0195
digital,25.6298,18.9666,5.3165,190.8346,0.62,0.1361,0.1426
family,36.7007,24.4312,10.1786,423.0712,0.2381,0.3638,0.0522
digital,35.76,20.5117,10.2457,125.5205,0.9309,0.0946,0.1624
premium,51.1487,42.7912,4.1234,648.654,0.5555,0.114,0.108
price_sensitive,39.6271,14.1496,3.0375,125.7932,0.4733,0.687,0.1509
price_sensitive,25.1834,9.9823,5.9623,184.2951,0.5648,0.5675,0.0615
price_sensitive,34.371,5.4533,6.2386,234.3589,0.6323,0.4558,0.0817
price_sensitive,38.1202,16.2088,8.0444,159.3222,0.439,0.5118,0.1012
digital,21.749,20.6084,8.1386,200.7402,0.9524,0.0741,0.0678
family,37.5246,24.4354,9.4473,225.091,0.3803,0.1908,0.0813
family,36.2824,26.8278,8.6796,213.7906,0.2593,0.2386,0.0844
family,43.5798,30.5177,8.6409,416.614,0.3993,0.2059,0.0911
family,40.9874,27.7953,8.2481,382.9981,0.4542,0.2876,0.0751
family,36.3831,26.4071,7.1489,376.1303,0.4217,0.2447,0.095
digital,29.9401,16.6639,6.2924,146.1579,0.6667,0.0342,0.0564
price_sensitive,24.1758,18.9796,6.6151,150.7387,0.5142,0.3895,0.0935
digital,22.7063,24.3609,13.7956,225.4854,0.8431,0.1689,0.2028
family,52.4314,21.4835,6.6962,275.3742,0.124,0.2144,0.0557
digital,32.8849,14.7034,8.7373,171.79,0.8465,0.3051,0.1739
price_sensitive,36.8964,12.2184,4.2405,111.2424,0.5209,0.4816,0.1066
price_sensitive,38.376,14.0796,7.309,89.4603,0.2997,0.6156,0.1399
family,32.2403,26.2903,8.4023,381.7368,0.334,0.3454,0.0538
digital,24.1558,13.5471,5.9945,193.768,0.7281,0.23,0.1102
digital,26.7064,20.9998,13.1611,163.534,0.876,0.1391,0.1205
family,34.72,21.0108,7.6252,292.7655,0.3999,0.2777,0.07
premium,47.7898,30.5226,3.6592,598.5149,0.6367,0.1515,0.0746
digital,31.4964,13.5386,12.0644,98.4628,0.7163,0.1917,0.1694
price_sensitive,28.4789,8.236,4.8651,103.8867,0.566,0.7217,0.1483
price_sensitive,41.9715,12.2857,5.3773,143.7138,0.4091,0.2245,0.1215
family,36.7225,27.0263,6.8813,291.9065,0.303,0.2055,0.0301
family,36.801,24.1637,8.4027,322.5161,0.166,0.086,0.0743
family,33.0966,17.2672,9.1795,378.775,0.3096,0.2683,0.0479
price_sensitive,22.6128,16.5189,9.2775,100.5934,0.4869,0.5204,0.0831
family,31.4622,23.4453,8.3689,270.296,0.4089,0.1447,0.0848
digital,27.7015,18.0384,8.9466,126.785,0.8372,0.1871,0.0917
family,35.7595,17.8063,6.9642,326.5303,0.224,0.084,0.0199
premium,27.499,21.207,7.0042,394.998,0.7449,0.1324,0.1593
price_sensitive,45.1108,9.4091,8.4616,186.1008,0.319,0.5944,0.0215
family,30.7242,27.7203,7.4382,217.335,0.2672,0.2071,0.0456
family,40.3367,29.3364,5.4814,196.117,0.194,0.1864,0.0573
family,33.4617,17.5731,8.9205,406.7112,0.5348,0.2518,0.0691
price_sensitive,27.7173,13.9801,5.2275,143.0734,0.42,0.279,0.0795
digital,29.6638,24.5735,8.3755,106.0805,0.827,0.0845,0.1616
price_sensitive,40.087,10.067,5.1427,205.2995,0.4333,0.4512,0.0477
family,25.6064,19.8937,7.1655,440.6776,0.2674,0.3843,0.0459
family,32.335,23.4925,7.2145,286.4211,0.3306,0.2872,0.0627
price_sensitive,32.5959,16.1544,3.4799,159.3397,0.2721,0.3401,0.0894
price_sensitive,43.1665,13.3631,4.6705,157.6509,0.366,0.4611,0.2139
family,25.0829,32.9302,6.4571,473.2444,0.4618,0.0619,0.0565
digital,35.8446,27.7657,9.5482,135.082,0.7993,0.0819,0.164
price_sensitive,33.5858,13.6694,8.7277,49.8232,0.3258,0.5844,0.0665
price_sensitive,39.0264,15.0959,3.9157,162.3289,0.3761,0.3266,0.0682
premium,45.0538,27.3406,8.1273,424.7529,0.5157,0.187,0.1271
family,44.5626,21.9186,6.2775,307.7256,0.3907,0.3581,0.0599
price_sensitive,18.0,15.7221,4.6222,154.4926,0.484,0.4455,0.076
premium,59.3662,41.2902,6.1537,520.6844,0.5176,0.0,0.1012
digital,36.3767,12.373,8.9427,198.8211,0.7046,0.2547,0.1064
family,27.9934,24.8682,4.8836,225.9808,0.4224,0.2802,0.0444
premium,26.5121,26.6797,9.0418,659.6729,0.4363,0.1099,0.1335
digital,33.9168,24.8344,10.9581,238.9308,0.8294,0.2083,0.0646
family,25.5298,14.5762,5.524,302.8397,0.3533,0.1668,0.0589
premium,41.4521,8.9816,5.466,625.1263,0.2902,0.2259,0.1745
family,35.2009,27.8362,9.9552,217.1073,0.4588,0.1273,0.0268
digital,34.2502,23.9552,8.5106,144.8235,0.98,0.1081,0.0516
premium,36.8822,16.9372,4.7285,532.4907,0.2723,0.034,0.0154
digital,19.46,24.5581,6.9593,190.1566,0.9408,0.2422,0.1123
digital,29.6613,17.9361,10.3658,194.2365,0.8185,0.2235,0.1302
price_sensitive,20.6958,11.8217,6.8501,129.1522,0.3324,0.4574,0.1434
digital,18.6871,23.0816,7.6035,165.3898,0.7082,0.2596,0.0408
premium,44.3356,35.3855,5.9499,544.7787,0.3232,0.1718,0.0498
family,40.4544,26.2647,8.2783,356.0988,0.3044,0.0784,0.1204
price_sensitive,30.1498,13.299,7.0171,159.4355,0.6003,0.3683,0.1304
premium,41.4551,34.6721,5.1243,535.4109,0.1549,0.0878,0.1746
price_sensitive,32.9716,17.5828,6.7024,102.05,0.2719,0.425,0.0922
price_sensitive,36.9141,12.8521,6.5071,176.6254,0.4342,0.4994,0.0928
price_sensitive,34.7806,10.2241,6.2562,128.2233,0.3248,0.387,0.0825
family,30.7148,20.1007,6.9322,337.7944,0.3391,0.1921,0.0567
digital,36.027,13.5495,8.7513,116.4465,0.6482,0.2362,0.1077
price_sensitive,43.0901,6.0466,6.9161,170.9979,0.5405,0.4117,0.0878
price_sensitive,34.1874,7.8024,8.7561,150.4597,0.4434,0.3076,0.1366
price_sensitive,40.8827,16.4143,7.1425,203.1877,0.4141,0.3986,0.0982
price_sensitive,31.2701,13.9167,6.1291,236.4847,0.5328,0.4416,0.1042
family,32.8151,13.8057,6.0407,413.5258,0.3755,0.3247,0.0651
digital,28.892,14.5762,8.8522,242.6133,0.6601,0.2343,0.1128
family,29.7322,28.2402,6.9306,233.5243,0.2166,0.3028,0.0763
price_sensitive,35.5132,21.5054,5.5977,149.4218,0.3739,0.4843,0.0385
price_sensitive,42.2335,16.338,7.3313,173.1587,0.4934,0.457,0.0263
digital,20.6758,11.7192,12.0378,235.7838,0.8161,0.2015,0.0254
price_sensitive,34.5275,15.39,3.7835,96.4182,0.5584,0.6002,0.1348
family,30.3658,20.2815,9.7922,354.8657,0.1909,0.0432,0.0498
price_sensitive,31.7066,8.7847,7.2239,102.3563,0.528,0.3506,0.0815
price_sensitive,26.5576,20.1928,7.0229,179.2178,0.5348,0.3116,0.1051
price_sensitive,36.9852,16.0419,6.4029,174.2139,0.2179,0.5378,0.1093
family,32.7625,25.4915,7.6385,230.184,0.4421,0.1118,0.0451
price_sensitive,34.5588,13.1215,7.175,33.5807,0.4727,0.2183,0.1387
family,33.2608,22.2661,7.8171,331.7836,0.4692,0.318,0.0316
price_sensitive,28.6757,13.347,4.9008,224.8307,0.4166,0.5028,0.0841
price_sensitive,38.8804,16.1426,4.2444,95.4737,0.4584,0.4191,0.1275
family,32.3103,19.3199,8.6364,264.4558,0.3416,0.1843,0.0633
family,24.9232,10.6486,7.7596,247.0174,0.3767,0.2383,0.0848
digital,20.4565,20.4946,12.5337,207.0965,0.6986,0.2437,0.0894
digital,40.6189,9.5733,9.1279,210.7678,0.6771,0.2355,0.0814
price_sensitive,33.1309,9.8672,5.0436,96.8238,0.3042,0.3349,0.0609
family,42.8202,24.8623,5.8198,241.5985,0.4068,0.4174,0.0295
family,28.6888,31.5786,11.7619,329.1891,0.4226,0.3811,0.0811
digital,41.5844,16.5175,11.5167,247.1511,0.8001,0.3036,0.1843
family,33.6252,28.7478,6.905,334.2623,0.4122,0.4607,0.0692
price_sensitive,36.6389,12.6527,3.6814,96.6863,0.5398,0.4738,0.1081
premium,51.228,33.2646,8.9543,341.9559,0.5888,0.1748,0.1587
price_sensitive,40.2846,13.1626,7.9071,201.9805,0.4717,0.2703,0.1311
family,36.9306,23.2704,4.9952,236.2645,0.3893,0.2035,0.0368
family,46.7822,26.1013,10.4641,229.0207,0.2945,0.1099,0.0416
family,37.6223,31.4303,5.3059,249.8796,0.3419,0.3938,0.0593
price_sensitive,36.0262,14.3127,8.7401,72.883,0.5018,0.4769,0.0931
family,44.5758,23.092,6.948,449.9767,0.4935,0.1841,0.0992
price_sensitive,36.6539,11.1827,4.2805,128.1752,0.3723,0.1496,0.0971
family,35.4206,10.2345,6.5395,325.9236,0.2235,0.2547,0.0215
digital,27.922,18.1925,9.9757,224.0375,0.7542,0.1906,0.1365
family,40.0525,27.6772,5.1521,232.3188,0.3544,0.2552,0.0661
family,31.2914,30.7654,7.637,314.2234,0.4739,0.4257,0.0747
digital,23.9693,19.055,8.4719,99.5443,0.618,0.345,0.157
family,37.4457,22.2658,7.5062,339.5338,0.4267,0.3216,0.0628
digital,20.4099,19.7492,8.1927,158.9884,0.5865,0.1842,0.188
family,37.4686,14.5678,11.2205,352.7678,0.315,0.2803,0.0185
digital,38.1876,24.1303,10.6559,238.941,0.7117,0.1162,0.1673
premium,46.6176,28.5458,5.6182,445.9252,0.5995,0.19,0.1245
