monthly_income_k,debt_ratio,loan_amount_k,credit_history_months,overdue_count,employment_years,home_ownership,loan_purpose,region,default_risk
21.93,0.602,10.95,16,1,3.2,rent,medical,south,high
15.7,0.321,24.45,102,1,4.8,rent,consumer,south,low
27.22,0.303,13.13,154,1,1.8,rent,education,east,low
24.05,0.317,25.81,144,0,7.1,own,car,east,low
31.34,0.384,32.94,142,0,0.7,mortgage,working_capital,west,low
19.94,0.37,21.86,80,0,11.2,mortgage,working_capital,east,low
26.86,0.18,14.72,60,0,7.1,rent,education,west,low
10.83,0.54,20.8,182,0,9.8,rent,car,north,low
21.08,0.299,11.43,146,0,5.7,rent,car,south,low
26.6,0.449,22.65,168,1,17.7,rent,working_capital,west,low
6.97,0.24,10.49,203,1,7.3,rent,car,east,low
16.61,0.41,31.75,8,0,9.0,rent,car,north,low
24.66,0.51,26.25,210,1,7.5,rent,medical,west,low
20.92,0.496,8.14,182,0,5.4,mortgage,education,north,low
8.36,0.11,19.17,169,4,8.4,rent,consumer,east,low
31.4,0.513,27.14,67,0,3.9,rent,consumer,south,low
11.11,0.399,32.26,74,1,8.9,rent,consumer,east,high
20.53,0.703,27.03,98,2,7.7,mortgage,education,east,low
13.72,0.098,32.97,110,1,1.9,rent,consumer,south,low
24.77,0.651,28.65,95,4,10.5,own,car,east,low
21.38,0.37,6.89,27,0,7.0,mortgage,car,south,low
19.34,0.354,30.84,46,0,4.6,rent,medical,east,high
16.07,0.528,31.48,142,1,13.0,rent,medical,south,low
15.65,0.283,12.03,41,1,5.5,rent,education,north,low
14.48,0.539,30.5,153,1,9.0,mortgage,car,north,high
11.27,0.229,29.63,91,2,6.8,own,car,south,low
6.37,0.4,2.0,36,0,0.0,own,working_capital,north,low
24.5,0.222,9.52,11,1,10.1,rent,car,north,low
19.79,0.353,6.09,74,1,5.0,rent,consumer,north,low
7.72,0.405,25.74,87,2,14.2,rent,car,north,low
11.35,0.443,23.91,97,2,7.0,rent,education,south,high
20.42,0.221,14.26,194,0,2.2,rent,education,south,low
14.75,0.375,28.77,56,2,10.3,mortgage,working_capital,west,low
19.4,0.217,9.26,211,1,5.6,mortgage,car,west,low
18.32,0.682,29.94,27,1,2.6,rent,medical,south,high
23.59,0.234,19.65,178,1,1.0,rent,education,west,low
15.43,0.673,7.84,54,3,14.0,rent,working_capital,south,high
30.28,0.381,22.77,42,0,12.6,mortgage,education,south,low
20.59,0.358,14.36,210,1,7.5,own,car,east,low
22.01,0.476,3.07,75,0,1.8,rent,consumer,north,low
18.17,0.584,22.97,226,0,10.5,own,consumer,south,low
24.5,0.759,6.52,225,0,2.2,rent,working_capital,south,low
18.52,0.107,21.69,181,0,8.9,mortgage,education,west,low
20.29,0.526,23.46,109,1,5.7,mortgage,medical,east,low
25.57,0.56,10.33,22,0,0.0,mortgage,education,south,low
16.82,0.471,37.89,162,1,5.1,own,medical,west,low
24.75,0.82,38.71,118,1,5.4,mortgage,working_capital,south,low
12.71,0.222,21.88,45,0,14.9,own,working_capital,west,low
12.48,0.638,24.66,100,0,12.2,mortgage,working_capital,north,low
10.01,0.401,21.58,56,0,10.5,own,car,north,low
24.36,0.61,29.84,178,0,7.1,mortgage,car,east,low
20.56,0.413,27.17,135,1,5.0,mortgage,education,west,low
17.57,0.098,22.0,35,0,0.0,own,working_capital,north,low
20.82,0.494,26.5,155,3,8.9,rent,car,west,low
19.05,0.424,20.74,165,0,0.0,own,working_capital,west,low
21.54,0.278,3.42,101,0,9.7,rent,car,south,low
27.95,0.192,41.96,84,1,6.9,rent,consumer,east,low
17.55,0.161,18.99,89,0,13.4,rent,car,north,low
7.42,0.238,38.45,10,0,8.0,rent,consumer,north,high
19.9,0.359,15.29,107,3,6.2,rent,education,south,low
10.93,0.546,22.34,117,0,13.4,rent,car,west,low
10.58,0.568,14.33,172,1,1.1,mortgage,education,east,low
12.03,0.127,4.74,155,0,7.1,mortgage,working_capital,east,low
20.93,0.43,13.48,208,1,0.3,rent,education,south,low
18.56,0.195,12.1,41,0,8.8,mortgage,working_capital,north,low
20.63,0.66,34.33,70,2,14.1,mortgage,working_capital,south,low
20.06,0.229,14.06,115,0,0.3,rent,medical,south,high
16.33,0.291,27.04,211,1,1.6,mortgage,car,north,low
20.47,0.131,12.95,188,2,4.0,rent,medical,south,low
16.62,0.203,13.95,46,2,14.2,mortgage,education,south,low
31.05,0.391,25.76,222,0,9.3,rent,working_capital,east,low
24.0,0.781,3.36,17,1,13.3,mortgage,medical,south,high
24.71,0.121,38.69,31,0,11.5,mortgage,consumer,east,low
7.62,0.528,31.12,149,2,5.4,mortgage,medical,west,low
8.73,0.772,25.46,176,3,3.5,rent,medical,east,high
20.37,0.133,13.98,174,1,9.2,own,medical,west,low
11.9,0.417,16.59,226,0,2.8,mortgage,consumer,south,low
21.15,0.204,27.56,143,0,8.4,own,medical,south,low
27.32,0.391,34.44,147,0,0.3,mortgage,medical,east,low
25.95,0.49,27.7,198,1,1.7,own,education,west,low
21.64,0.36,17.25,182,1,7.0,rent,car,west,low
27.19,0.143,27.5,160,3,5.5,rent,car,west,low
13.05,0.617,32.58,149,1,3.3,rent,consumer,north,low
11.66,0.289,15.96,99,1,9.3,mortgage,car,west,low
26.34,0.296,26.28,184,1,1.7,rent,working_capital,south,low
17.83,0.323,29.5,143,2,5.2,mortgage,medical,south,low
21.99,0.368,26.65,211,1,5.9,mortgage,medical,south,low
24.78,0.156,19.94,208,2,9.3,rent,medical,south,low
22.15,0.265,35.43,157,2,1.2,rent,consumer,west,low
12.68,0.36,26.9,194,0,4.5,rent,consumer,east,low
16.79,0.476,10.38,125,0,0.5,mortgage,consumer,north,high
21.05,0.248,25.54,120,1,10.0,rent,medical,west,low
4.05,0.24,12.82,109,1,13.1,rent,medical,west,low
12.64,0.475,32.64,82,0,7.4,mortgage,education,north,high
13.83,0.335,16.28,222,1,6.0,own,medical,north,low
7.05,0.652,15.3,142,1,4.3,mortgage,education,south,low
13.98,0.346,26.73,3,0,5.8,mortgage,education,south,low
15.27,0.223,18.19,221,1,5.7,rent,consumer,east,low
14.39,0.265,24.07,90,0,7.1,rent,medical,north,low
11.63,0.213,30.29,66,2,9.4,mortgage,medical,east,high
7.63,0.55,10.49,75,0,1.4,rent,education,east,low
4.25,0.4,28.2,158,0,1.4,mortgage,medical,north,low
20.26,0.552,13.22,55,0,0.0,rent,consumer,south,high
21.88,0.435,46.47,17,1,9.4,own,working_capital,west,low
13.72,0.528,33.57,86,1,2.6,mortgage,working_capital,north,high
3.5,0.413,12.37,8,1,3.5,rent,working_capital,east,low
10.86,0.313,41.72,96,0,12.4,own,car,north,low
19.43,0.414,14.78,106,0,10.9,mortgage,education,north,low
19.25,0.278,13.15,5,1,8.2,rent,working_capital,east,low
24.67,0.356,28.38,223,0,14.4,mortgage,working_capital,east,low
18.33,0.467,18.38,59,0,0.0,mortgage,consumer,south,high
23.37,0.164,13.34,170,0,4.6,rent,consumer,south,low
21.31,0.544,26.5,142,2,0.0,rent,consumer,south,low
19.72,0.363,22.89,210,0,5.4,mortgage,car,south,low
18.09,0.346,31.57,239,1,4.0,mortgage,working_capital,north,low
14.66,0.136,15.38,146,1,7.9,rent,working_capital,west,low
11.27,0.334,27.03,152,0,4.3,mortgage,medical,west,low
18.96,0.479,16.87,232,0,5.1,mortgage,car,west,low
20.18,0.126,20.95,31,0,2.6,mortgage,education,west,low
11.81,0.397,22.5,83,1,2.0,mortgage,education,north,low
3.5,0.521,34.2,21,0,9.2,mortgage,consumer,west,high
21.28,0.809,5.55,147,2,4.1,mortgage,education,west,low
14.52,0.257,20.18,220,3,3.8,mortgage,medical,west,low
10.82,0.414,28.77,119,1,7.8,rent,car,west,low
19.58,0.02,32.32,57,0,5.1,mortgage,consumer,east,low
22.32,0.547,5.22,216,0,1.2,rent,working_capital,north,low
26.86,0.204,11.04,239,0,1.8,rent,education,east,low
3.76,0.196,25.22,91,0,6.6,mortgage,education,east,low
24.38,0.323,26.79,107,4,6.8,rent,consumer,north,high
15.13,0.436,19.29,44,1,0.0,rent,car,east,low
17.37,0.506,32.33,124,1,6.9,own,consumer,west,low
25.13,0.499,12.12,187,1,8.1,rent,medical,west,low
5.8,0.409,23.03,135,2,9.3,rent,consumer,west,high
18.29,0.104,27.38,19,0,9.8,own,working_capital,north,low
14.4,0.191,30.66,234,1,8.3,mortgage,car,west,low
16.77,0.655,8.45,175,1,0.0,mortgage,consumer,south,low
14.65,0.324,25.9,125,0,6.6,mortgage,medical,west,low
14.4,0.239,16.29,206,1,9.4,own,working_capital,east,low
27.57,0.29,19.49,143,1,2.7,mortgage,consumer,north,low
23.22,0.633,31.81,132,1,9.4,rent,medical,south,high
9.16,0.339,27.25,229,1,3.0,mortgage,medical,north,low
17.91,0.521,14.42,194,1,10.0,mortgage,education,south,low
10.18,0.133,27.79,104,1,9.8,own,medical,east,low
19.66,0.368,27.27,11,1,7.8,mortgage,consumer,south,high
16.85,0.466,28.78,122,3,11.6,rent,medical,west,high
5.57,0.269,11.37,226,2,12.3,rent,consumer,north,low
6.81,0.447,31.44,90,1,8.1,mortgage,car,east,high
22.98,0.09,13.52,181,2,0.0,rent,working_capital,west,low
26.08,0.482,8.36,120,0,3.7,own,consumer,west,low
5.72,0.352,27.98,31,0,3.6,rent,working_capital,west,high
18.19,0.533,34.66,188,0,13.4,mortgage,car,west,high
16.41,0.327,20.14,221,1,9.5,mortgage,consumer,south,low
30.4,0.385,33.1,160,1,5.3,mortgage,education,south,low
16.19,0.155,18.61,160,0,8.2,mortgage,medical,east,low
18.9,0.426,24.14,48,3,15.3,mortgage,working_capital,south,low
25.36,0.526,28.81,26,0,4.4,mortgage,working_capital,east,low
29.27,0.468,27.4,99,0,7.6,mortgage,car,north,low
12.2,0.84,35.15,131,3,0.8,rent,education,north,high
35.82,0.334,15.84,170,0,1.0,rent,working_capital,west,low
9.65,0.216,24.25,215,0,1.5,mortgage,medical,south,low
19.85,0.369,25.3,177,0,3.2,mortgage,consumer,north,low
21.76,0.788,8.39,40,0,7.2,rent,car,north,high
8.09,0.02,21.06,8,1,1.4,mortgage,car,north,low
12.43,0.289,35.82,182,2,13.6,mortgage,car,north,low
26.59,0.32,11.95,60,1,7.6,own,car,north,low
20.18,0.487,16.36,65,2,5.8,rent,medical,south,low
15.97,0.558,7.74,92,0,5.7,mortgage,car,west,low
18.9,0.318,25.18,22,1,7.1,rent,medical,east,low
11.45,0.659,21.11,176,1,7.1,mortgage,working_capital,west,low
3.5,0.406,36.1,144,3,6.0,mortgage,consumer,north,high
32.32,0.303,20.11,127,1,14.8,rent,consumer,east,low
16.16,0.474,2.0,117,0,8.2,rent,consumer,north,low
17.32,0.141,27.61,87,0,10.7,rent,car,north,low
19.08,0.371,12.18,118,2,12.4,own,medical,east,high
11.63,0.453,29.2,127,0,8.8,rent,education,north,low
15.18,0.267,23.57,83,3,10.6,rent,car,east,high
21.35,0.571,4.18,229,0,12.8,mortgage,working_capital,north,low
8.48,0.333,2.0,26,1,0.0,mortgage,car,north,low
22.48,0.155,27.94,233,1,3.2,rent,working_capital,west,low
11.99,0.552,23.15,6,2,3.7,own,car,west,high
30.54,0.228,25.06,116,1,10.5,mortgage,education,south,low
17.41,0.648,28.52,136,3,3.2,mortgage,car,north,low
23.13,0.258,24.91,72,1,4.1,mortgage,car,south,low
21.3,0.472,11.89,118,0,2.0,own,education,north,low
18.9,0.405,35.99,50,1,13.3,rent,education,south,low
22.13,0.253,6.05,174,2,5.6,mortgage,working_capital,east,low
19.29,0.192,30.18,202,3,9.4,own,medical,north,low
17.15,0.39,22.48,179,0,12.3,rent,car,north,low
13.99,0.449,21.86,4,1,0.0,rent,education,east,high
12.28,0.701,23.92,238,2,9.0,rent,consumer,south,low
21.08,0.41,27.6,86,0,7.5,mortgage,car,north,low
30.4,0.73,13.54,16,0,9.9,own,car,east,low
22.22,0.291,17.16,192,1,0.0,mortgage,consumer,west,low
11.15,0.413,30.86,171,2,8.8,mortgage,education,west,low
19.2,0.197,37.34,84,0,8.9,rent,working_capital,west,low
23.79,0.02,30.94,184,2,10.9,own,education,south,low
13.8,0.11,33.68,151,1,0.0,own,medical,south,low
11.16,0.228,33.87,68,0,6.1,rent,education,east,low
12.21,0.488,4.63,79,0,9.0,mortgage,education,west,low
25.87,0.626,23.01,174,0,11.0,rent,education,west,low
19.78,0.581,16.13,97,1,7.4,rent,education,east,low
23.52,0.277,17.08,68,0,7.0,rent,working_capital,east,low
11.79,0.277,26.6,96,1,5.0,mortgage,education,south,low
11.82,0.457,15.31,112,1,0.8,rent,consumer,north,low
10.54,0.118,21.44,20,3,9.8,rent,education,west,high
17.36,0.389,11.65,117,1,12.8,rent,medical,west,low
19.93,0.618,18.1,109,1,11.3,mortgage,working_capital,north,low
26.56,0.141,29.66,101,2,16.2,mortgage,car,south,low
15.98,0.718,29.14,108,3,7.1,mortgage,consumer,north,low
23.1,0.718,30.79,141,0,2.1,mortgage,car,south,low
26.92,0.324,26.57,112,0,10.4,rent,working_capital,north,low
17.03,0.18,15.59,11,0,4.3,rent,education,south,low
7.15,0.409,7.97,159,0,7.9,rent,education,west,low
18.95,0.426,33.14,127,0,5.5,mortgage,working_capital,west,low
12.51,0.373,30.47,200,0,15.9,mortgage,medical,east,low
26.8,0.287,29.28,188,2,9.4,rent,working_capital,west,high
34.03,0.388,25.23,31,0,10.3,rent,working_capital,west,low
20.64,0.1,17.78,203,0,0.0,mortgage,consumer,east,low
18.13,0.408,29.29,38,1,1.0,rent,medical,south,low
18.56,0.531,25.85,103,2,3.7,mortgage,car,south,low
20.61,0.593,2.0,57,0,7.0,rent,consumer,south,low
16.0,0.02,17.54,13,0,12.6,mortgage,car,west,low
6.48,0.719,44.58,135,2,6.7,rent,car,south,low
19.64,0.115,9.98,104,0,12.1,rent,consumer,east,low
9.87,0.387,34.64,184,0,10.4,mortgage,consumer,south,low
24.59,0.677,25.25,10,0,0.4,own,medical,west,high
21.61,0.139,11.37,235,0,1.9,rent,car,east,low
9.63,0.085,27.01,95,2,0.0,mortgage,car,east,low
10.74,0.213,21.63,122,2,1.7,rent,education,south,low
12.49,0.655,14.48,237,1,8.8,rent,car,north,low
16.0,0.12,18.26,32,0,6.3,mortgage,consumer,south,low
12.52,0.411,14.29,150,1,11.4,rent,medical,west,high
17.43,0.388,18.75,157,0,11.4,mortgage,consumer,west,low
10.33,0.144,36.47,106,0,13.3,mortgage,car,north,low
29.88,0.275,7.13,139,0,0.0,mortgage,consumer,north,low
24.28,0.912,20.43,226,1,8.3,mortgage,medical,north,low
21.51,0.569,30.42,140,3,4.3,rent,medical,east,low
20.15,0.487,21.85,122,1,6.2,mortgage,working_capital,east,high
16.65,0.73,35.05,60,0,8.3,rent,working_capital,south,low
8.78,0.456,26.28,115,0,3.0,mortgage,working_capital,west,low
15.22,0.095,8.21,174,1,0.4,mortgage,car,west,low
14.45,0.195,24.42,212,1,11.7,mortgage,medical,north,low
11.5,0.406,26.13,74,0,1.6,rent,consumer,south,high
18.44,0.463,20.91,124,2,0.0,mortgage,medical,north,high
18.25,0.241,38.25,66,2,7.7,own,car,north,high
27.64,0.418,28.97,66,0,8.2,own,medical,north,low
15.1,0.488,24.84,89,0,9.5,rent,education,west,low
28.01,0.362,20.1,227,2,1.8,mortgage,consumer,east,low
25.78,0.265,13.2,38,2,12.8,rent,education,east,low
10.6,0.304,19.23,218,0,11.0,mortgage,education,west,low
12.79,0.521,27.8,60,0,7.0,mortgage,car,south,low
17.72,0.502,22.25,62,1,4.8,rent,working_capital,west,low
10.59,0.484,31.45,160,0,6.0,rent,medical,east,low
15.44,0.159,6.58,3,1,2.6,mortgage,car,east,low
15.77,0.548,25.21,12,2,5.8,mortgage,education,north,low
23.88,0.442,25.38,110,0,15.4,rent,education,east,low
5.99,0.418,27.29,116,0,2.4,mortgage,consumer,east,high
13.68,0.532,22.55,131,3,8.6,mortgage,working_capital,west,low
11.01,0.213,15.53,28,0,0.0,mortgage,consumer,north,low
16.06,0.647,21.53,233,1,2.9,mortgage,working_capital,east,low
34.61,0.525,21.43,100,0,6.2,own,working_capital,south,low
4.26,0.306,20.67,167,2,6.4,rent,working_capital,east,low
28.58,0.416,23.97,109,0,0.0,rent,education,east,low
24.4,0.37,31.4,222,1,7.2,own,education,north,low
33.23,0.136,21.59,196,1,12.0,rent,consumer,south,low
29.95,0.378,2.9,9,1,3.4,rent,car,west,low
23.26,0.181,31.42,30,1,12.0,mortgage,consumer,south,low
24.28,0.712,39.4,28,0,6.6,mortgage,car,north,low
19.25,0.403,34.91,148,2,6.9,mortgage,consumer,west,low
18.08,0.216,23.42,116,1,1.1,mortgage,car,west,low
20.02,0.215,25.04,91,0,10.6,mortgage,car,south,low
22.92,0.243,16.84,157,0,8.7,own,car,north,low
27.63,0.531,24.54,35,0,10.1,rent,consumer,south,high
10.91,0.59,23.22,30,0,5.6,rent,working_capital,west,high
18.5,0.09,24.82,143,1,7.3,rent,education,east,low
30.3,0.515,16.3,99,1,1.8,mortgage,working_capital,west,low
22.99,0.392,25.52,64,0,9.0,rent,education,north,low
19.4,0.615,28.73,219,1,8.9,mortgage,car,west,low
24.23,0.28,15.16,180,2,6.3,own,working_capital,west,low
7.98,0.592,25.88,48,2,9.1,mortgage,education,south,low
12.86,0.232,38.09,136,0,1.1,mortgage,consumer,west,low
21.99,0.13,24.21,36,1,2.1,mortgage,consumer,north,low
17.44,0.182,20.18,234,1,0.1,rent,consumer,west,low
5.87,0.319,2.0,92,0,2.9,mortgage,working_capital,east,low
18.58,0.12,22.17,8,2,13.1,mortgage,education,west,high
27.47,0.256,21.75,171,0,0.0,mortgage,consumer,west,low
14.31,0.321,16.57,180,1,5.4,mortgage,consumer,east,low
13.85,0.392,13.03,144,1,8.5,rent,education,north,high
21.22,0.495,35.73,64,1,18.1,mortgage,medical,south,high
18.26,0.494,14.36,16,1,9.8,mortgage,car,north,low
18.64,0.02,21.33,6,0,5.8,rent,car,north,low
22.53,0.194,12.81,109,0,0.0,rent,consumer,south,low
13.51,0.142,7.6,206,0,5.6,mortgage,working_capital,north,low
26.37,0.53,9.48,70,3,2.5,mortgage,consumer,south,low
21.23,0.116,2.0,158,1,5.4,mortgage,working_capital,west,low
19.06,0.202,49.93,88,0,6.6,mortgage,education,east,low
21.39,0.225,16.85,70,0,13.3,rent,education,north,low
13.46,0.325,17.74,223,2,11.3,mortgage,education,north,low
10.6,0.482,9.46,81,0,10.9,rent,working_capital,east,low
15.29,0.163,22.19,132,1,8.0,mortgage,medical,north,low
36.7,0.377,24.4,29,2,10.0,mortgage,education,west,low
12.38,0.475,9.94,234,1,2.9,rent,car,north,low
19.51,0.275,28.49,217,3,8.2,rent,medical,north,low
19.49,0.56,29.58,127,3,6.0,rent,medical,west,low
13.55,0.52,16.09,201,0,6.3,rent,education,west,low
19.26,0.02,39.47,100,1,7.5,rent,education,south,high
25.21,0.241,23.52,10,1,8.5,rent,car,west,low
25.03,0.432,8.87,211,1,4.1,mortgage,consumer,east,low
18.48,0.326,10.57,158,0,7.6,mortgage,medical,east,low
10.68,0.33,21.44,226,1,5.8,mortgage,car,south,low
17.37,0.63,27.62,133,0,5.4,rent,medical,north,low
7.47,0.354,9.6,201,1,2.2,mortgage,working_capital,west,low
12.41,0.317,25.35,229,0,6.8,rent,consumer,west,low
12.84,0.394,22.01,205,1,16.3,mortgage,car,west,low
29.72,0.246,24.39,228,1,12.1,rent,working_capital,west,low
16.81,0.238,39.76,88,1,6.5,rent,medical,west,low
18.08,0.385,22.89,118,3,4.1,mortgage,education,east,low
17.19,0.389,19.97,155,1,7.9,rent,medical,south,low
20.05,0.309,12.55,46,0,4.1,rent,car,north,high
13.64,0.407,15.96,113,0,3.8,rent,car,west,high
10.72,0.876,3.13,131,1,0.2,mortgage,consumer,south,low
14.98,0.306,28.5,165,0,9.0,own,medical,north,low
18.4,0.144,16.6,4,1,4.6,mortgage,working_capital,south,low
16.82,0.325,36.13,37,1,1.7,mortgage,consumer,west,low
29.13,0.085,12.62,137,0,6.7,own,medical,north,low
27.69,0.137,45.5,211,1,4.0,mortgage,consumer,east,low
34.75,0.592,18.87,229,1,0.0,rent,medical,east,low
19.42,0.504,19.09,8,0,6.0,mortgage,working_capital,east,low
18.17,0.479,13.16,30,0,12.7,mortgage,working_capital,west,low
16.9,0.256,17.99,19,0,13.3,rent,consumer,north,low
22.31,0.265,15.56,97,2,7.6,rent,education,east,low
21.03,0.234,33.84,226,2,5.0,own,working_capital,east,low
11.19,0.385,9.35,4,1,9.6,mortgage,working_capital,south,low
30.01,0.228,28.3,101,0,5.9,mortgage,car,west,low
12.04,0.097,17.03,181,1,11.1,mortgage,car,south,low
25.3,0.165,12.46,158,1,10.3,own,education,north,low
18.39,0.327,20.92,234,1,8.7,own,working_capital,north,low
13.43,0.245,17.18,217,1,15.2,mortgage,medical,west,low
11.63,0.233,29.28,43,0,10.1,mortgage,working_capital,west,high
19.9,0.344,35.2,168,2,7.0,rent,education,west,low
24.49,0.477,22.25,62,0,11.9,rent,education,west,low
10.4,0.27,11.06,195,0,13.7,mortgage,consumer,east,low
7.45,0.519,15.23,215,0,9.7,mortgage,education,north,low
16.35,0.253,27.22,48,0,7.1,mortgage,car,east,low
3.67,0.117,13.24,45,1,5.1,rent,medical,north,high
18.46,0.273,24.1,226,1,4.1,mortgage,education,west,low
9.73,0.24,23.1,107,0,6.1,own,consumer,west,low
16.22,0.116,2.0,204,0,14.4,mortgage,working_capital,south,low
15.08,0.299,18.38,111,0,5.6,mortgage,medical,north,low
12.3,0.428,10.23,129,1,6.2,rent,car,south,low
25.51,0.432,26.56,118,2,0.0,own,consumer,east,low
18.36,0.557,18.91,160,0,2.6,rent,working_capital,west,low
22.79,0.269,24.64,230,2,2.7,mortgage,education,east,low
20.09,0.714,14.89,45,0,8.8,rent,consumer,north,low
19.11,0.31,28.55,82,2,9.2,mortgage,consumer,east,low
25.88,0.187,21.71,129,1,0.0,mortgage,consumer,south,low
16.19,0.472,26.1,93,0,12.8,mortgage,working_capital,east,low
9.79,0.307,7.38,183,0,13.6,mortgage,car,north,low
19.08,0.107,34.63,189,0,2.6,mortgage,car,south,low
12.14,0.184,27.15,165,0,5.0,own,medical,west,low
25.12,0.371,9.79,147,0,4.0,mortgage,medical,west,low
3.5,0.191,25.74,222,3,5.5,rent,consumer,north,high
19.79,0.215,17.37,187,0,8.5,mortgage,consumer,east,low
8.71,0.291,31.72,148,0,4.8,rent,working_capital,south,low
23.5,0.42,31.62,109,3,5.1,mortgage,car,west,high
22.6,0.52,24.81,72,0,11.0,mortgage,working_capital,east,low
26.6,0.217,19.48,156,0,1.9,mortgage,consumer,south,low
22.9,0.494,18.55,56,0,3.7,own,working_capital,east,low
16.96,0.275,15.67,160,1,14.3,mortgage,working_capital,east,low
22.18,0.63,23.23,111,1,5.6,mortgage,education,east,low
11.88,0.68,9.95,88,3,8.5,rent,medical,south,high
5.86,0.302,25.34,144,1,10.5,mortgage,car,north,low
16.59,0.603,7.25,26,1,1.3,mortgage,consumer,west,high
10.7,0.51,20.14,12,0,9.6,mortgage,consumer,north,high
3.5,0.217,41.85,70,0,6.3,rent,medical,south,low
14.95,0.493,16.98,194,0,1.2,rent,medical,south,low
35.15,0.506,30.11,98,0,13.6,rent,consumer,west,low
12.84,0.368,19.86,33,0,17.2,mortgage,medical,north,low
14.16,0.235,12.34,103,3,8.1,mortgage,car,south,low
14.64,0.119,20.2,29,2,0.8,mortgage,working_capital,south,low
7.48,0.304,25.36,149,3,9.2,rent,working_capital,east,low
30.09,0.02,40.15,142,2,3.3,mortgage,medical,south,low
19.38,0.614,29.64,193,1,4.2,mortgage,medical,west,high
8.35,0.427,31.06,130,1,8.7,mortgage,medical,north,low
21.21,0.466,17.3,57,1,16.3,own,car,east,low
30.53,0.385,14.38,174,1,2.1,rent,medical,north,low
18.83,0.441,27.94,78,0,4.1,own,medical,west,low
13.16,0.424,20.1,43,0,3.5,rent,education,north,low
15.08,0.296,15.88,185,1,7.9,mortgage,education,north,low
17.8,0.205,4.24,25,2,8.2,rent,car,east,low
17.83,0.489,16.62,152,1,6.3,mortgage,consumer,west,low
27.2,0.223,7.09,5,0,10.7,rent,consumer,south,low
29.39,0.343,28.11,47,0,3.7,rent,medical,north,low
16.0,0.488,17.73,4,3,5.0,mortgage,car,east,high
24.06,0.704,16.33,131,0,5.1,mortgage,medical,east,high
23.58,0.187,19.85,3,1,1.2,mortgage,car,west,low
15.75,0.297,20.42,59,0,12.0,own,consumer,south,low
26.32,0.516,23.81,102,1,6.6,rent,consumer,south,low
23.12,0.383,22.95,151,0,7.0,mortgage,education,south,low
26.56,0.166,29.33,212,0,11.2,rent,consumer,north,low
15.06,0.469,34.63,38,0,6.3,mortgage,working_capital,north,low
15.13,0.03,18.46,181,1,4.9,own,medical,south,low
