tenure_months,monthly_fee,support_calls_90d,data_usage_gb,payment_delay_days,satisfaction_score,contract_type,internet_type,city_tier,auto_pay,senior_customer,churn
24,92.14,3,111.89,0,8.2,month_to_month,fiber,tier_3,no,no,yes
32,79.81,2,176.34,3,8.48,month_to_month,fiber,tier_2,yes,no,yes
60,83.11,0,136.45,1,7.02,month_to_month,broadband,tier_2,no,yes,no
49,121.11,1,94.77,2,3.81,one_year,broadband,tier_2,yes,no,no
49,101.17,1,125.52,1,7.27,month_to_month,mobile,tier_2,yes,yes,no
5,131.09,3,110.4,1,3.79,one_year,fiber,tier_3,no,no,yes
2,56.42,7,96.18,4,2.71,two_year,fiber,tier_3,no,no,yes
47,89.27,0,137.24,3,7.17,two_year,broadband,tier_3,yes,no,no
6,123.04,1,109.87,4,6.27,two_year,broadband,tier_2,no,no,no
9,61.08,1,109.08,1,3.61,month_to_month,mobile,tier_2,yes,no,yes
8,51.57,2,62.91,3,4.23,month_to_month,mobile,tier_2,yes,no,no
33,106.15,2,82.61,3,7.99,month_to_month,broadband,tier_1,yes,no,yes
71,65.19,1,114.43,1,5.13,month_to_month,fiber,tier_2,yes,yes,no
47,80.57,0,159.53,3,6.38,one_year,fiber,tier_3,no,yes,yes
24,76.55,3,132.02,1,6.71,one_year,mobile,tier_3,yes,no,no
51,132.31,2,151.08,3,6.09,month_to_month,fiber,tier_2,no,yes,yes
27,59.8,1,158.19,1,6.6,month_to_month,mobile,tier_1,no,no,no
12,113.33,2,172.32,3,7.12,month_to_month,mobile,tier_2,no,no,yes
66,58.13,1,201.8,2,4.17,month_to_month,broadband,tier_2,yes,no,no
21,62.61,1,135.27,2,5.81,two_year,fiber,tier_2,no,yes,yes
55,45.92,1,153.32,2,3.53,month_to_month,fiber,tier_3,no,no,no
21,52.39,0,94.04,2,5.19,month_to_month,fiber,tier_1,yes,no,no
48,68.93,2,115.42,1,7.94,month_to_month,broadband,tier_2,yes,no,no
23,88.4,1,96.4,1,7.68,one_year,broadband,tier_2,yes,no,yes
22,116.0,5,137.45,4,6.5,one_year,mobile,tier_2,no,no,yes
47,83.37,3,92.74,1,4.31,two_year,fiber,tier_2,yes,no,yes
9,85.72,5,103.06,1,7.22,month_to_month,fiber,tier_2,yes,no,yes
58,64.0,5,104.24,1,6.3,month_to_month,fiber,tier_1,yes,yes,yes
62,60.29,0,67.98,3,5.69,month_to_month,broadband,tier_1,yes,no,no
15,91.85,4,101.68,2,5.66,one_year,mobile,tier_2,no,yes,yes
34,132.08,0,193.9,2,4.48,two_year,fiber,tier_2,yes,yes,yes
25,99.88,0,172.95,2,8.89,one_year,mobile,tier_3,yes,no,no
50,109.34,1,97.62,1,6.29,month_to_month,broadband,tier_1,yes,no,no
22,82.32,1,57.02,3,5.36,one_year,fiber,tier_2,no,yes,yes
51,86.59,5,130.77,2,3.58,month_to_month,broadband,tier_3,no,no,no
54,109.06,5,76.53,0,8.61,one_year,fiber,tier_3,yes,no,no
55,109.22,2,118.07,2,5.79,one_year,fiber,tier_3,no,no,no
27,61.29,1,219.52,1,6.83,month_to_month,broadband,tier_3,yes,no,yes
33,144.51,3,147.82,3,6.35,month_to_month,fiber,tier_2,yes,no,yes
54,56.21,0,133.79,3,8.79,month_to_month,fiber,tier_1,yes,no,no
49,111.38,3,89.92,5,7.07,one_year,fiber,tier_1,yes,no,yes
29,101.38,1,105.38,4,3.19,month_to_month,fiber,tier_3,yes,no,yes
59,88.48,2,160.04,3,6.99,month_to_month,broadband,tier_3,yes,no,yes
22,79.05,0,149.18,4,5.39,month_to_month,broadband,tier_2,yes,yes,no
58,69.47,0,72.47,2,3.59,month_to_month,fiber,tier_2,yes,no,no
50,98.86,6,191.8,1,3.03,one_year,fiber,tier_2,no,no,no
14,99.05,1,56.61,1,3.35,month_to_month,fiber,tier_2,no,no,yes
3,98.92,0,104.39,2,10.0,month_to_month,broadband,tier_2,yes,no,no
59,76.64,2,108.82,4,5.83,month_to_month,mobile,tier_1,yes,no,yes
61,133.64,4,151.98,0,8.37,month_to_month,broadband,tier_2,yes,no,no
40,61.65,1,128.6,5,8.13,month_to_month,broadband,tier_2,yes,no,no
40,90.47,0,140.62,3,10.0,two_year,mobile,tier_1,no,no,no
68,87.53,2,116.05,3,5.03,one_year,fiber,tier_2,yes,no,yes
52,85.22,0,132.01,2,7.33,one_year,broadband,tier_3,no,no,no
32,67.87,2,18.89,3,8.5,month_to_month,mobile,tier_3,yes,no,no
8,71.24,2,137.58,1,6.34,month_to_month,broadband,tier_3,yes,no,yes
20,80.35,1,197.35,1,7.83,month_to_month,broadband,tier_1,yes,yes,no
10,95.09,1,84.77,6,4.35,one_year,fiber,tier_2,yes,no,yes
15,87.36,3,225.86,1,5.48,month_to_month,fiber,tier_3,no,no,yes
23,105.14,1,77.61,4,5.32,month_to_month,broadband,tier_1,yes,yes,yes
53,112.68,0,100.86,3,4.46,one_year,fiber,tier_2,no,no,no
22,71.23,4,213.94,2,6.16,month_to_month,fiber,tier_3,no,no,yes
11,39.84,2,144.84,1,6.75,one_year,broadband,tier_3,no,no,no
11,116.94,0,151.7,2,5.88,one_year,broadband,tier_2,yes,yes,no
25,96.47,1,98.49,2,4.83,two_year,broadband,tier_1,yes,no,no
11,98.42,3,181.15,1,5.51,month_to_month,broadband,tier_2,no,no,yes
18,65.5,2,136.33,3,6.11,month_to_month,fiber,tier_2,no,no,yes
16,66.67,3,119.52,1,7.3,month_to_month,fiber,tier_2,no,no,no
17,96.9,2,145.63,3,7.17,month_to_month,fiber,tier_1,no,no,yes
71,104.36,2,131.19,2,6.82,one_year,fiber,tier_1,no,no,no
65,148.36,1,166.87,2,7.4,month_to_month,mobile,tier_3,yes,no,yes
16,62.23,2,107.14,2,6.75,month_to_month,mobile,tier_2,yes,yes,no
25,88.44,1,190.57,2,9.36,month_to_month,broadband,tier_2,yes,no,yes
39,146.39,1,161.21,4,6.16,one_year,fiber,tier_3,no,yes,no
1,86.44,1,102.98,4,6.33,month_to_month,broadband,tier_2,no,no,no
57,88.95,2,115.44,4,6.01,two_year,fiber,tier_1,yes,yes,yes
1,72.34,1,118.63,3,8.22,two_year,broadband,tier_2,yes,no,no
2,110.58,0,130.54,3,7.65,month_to_month,broadband,tier_3,yes,no,no
17,82.43,1,167.54,3,7.12,month_to_month,broadband,tier_2,yes,no,yes
19,67.57,2,101.75,1,6.56,month_to_month,fiber,tier_3,yes,no,no
39,68.79,3,155.43,4,7.42,month_to_month,mobile,tier_1,yes,no,no
48,84.55,2,135.48,3,6.43,month_to_month,mobile,tier_3,no,no,no
35,78.18,1,161.56,1,6.03,month_to_month,fiber,tier_1,yes,no,yes
18,89.96,4,110.08,1,5.48,one_year,fiber,tier_2,no,yes,yes
53,97.2,2,49.29,0,6.7,two_year,fiber,tier_3,no,yes,yes
68,80.03,2,125.7,1,5.67,month_to_month,fiber,tier_2,yes,yes,no
32,64.77,1,159.08,0,5.27,month_to_month,mobile,tier_2,yes,no,yes
52,81.12,2,169.5,3,5.63,month_to_month,mobile,tier_3,yes,yes,yes
3,94.19,2,179.38,2,6.41,month_to_month,broadband,tier_2,no,no,yes
15,105.95,1,125.33,1,7.95,one_year,fiber,tier_2,yes,no,yes
62,104.26,1,123.2,2,7.16,one_year,fiber,tier_3,no,no,no
53,108.1,2,125.71,2,7.5,month_to_month,broadband,tier_1,yes,no,yes
37,123.62,1,204.1,7,4.98,two_year,fiber,tier_3,yes,no,no
10,54.76,1,142.89,4,3.99,one_year,fiber,tier_2,yes,no,no
23,80.81,4,68.46,2,4.76,one_year,fiber,tier_3,no,no,no
65,81.42,1,149.77,3,5.52,month_to_month,fiber,tier_3,yes,no,yes
55,106.23,3,124.63,2,7.42,month_to_month,broadband,tier_2,no,yes,no
46,66.12,0,136.49,4,5.01,month_to_month,fiber,tier_3,no,no,no
56,109.11,2,168.46,1,7.96,month_to_month,broadband,tier_2,no,yes,yes
29,82.09,2,164.08,3,7.25,month_to_month,broadband,tier_1,yes,no,no
40,123.37,1,126.59,4,4.13,month_to_month,fiber,tier_3,no,no,yes
1,68.68,3,79.31,2,6.99,month_to_month,broadband,tier_2,no,yes,yes
21,74.28,4,161.26,3,7.44,month_to_month,fiber,tier_3,yes,no,yes
11,76.89,0,89.49,2,8.35,two_year,fiber,tier_1,no,no,no
64,80.6,0,24.19,4,8.23,month_to_month,mobile,tier_2,no,no,no
20,77.49,2,217.81,1,4.71,one_year,broadband,tier_2,no,no,no
24,91.74,2,104.61,1,5.88,one_year,fiber,tier_2,yes,yes,yes
27,118.94,1,129.42,2,7.86,month_to_month,fiber,tier_2,no,yes,no
29,59.63,2,171.28,3,5.08,month_to_month,fiber,tier_2,no,no,yes
1,102.77,3,132.39,1,7.36,month_to_month,mobile,tier_2,yes,no,no
22,89.87,0,107.5,1,6.2,month_to_month,fiber,tier_2,no,no,yes
17,84.23,3,170.23,6,2.26,month_to_month,broadband,tier_2,no,no,yes
3,84.94,4,95.5,3,8.13,month_to_month,mobile,tier_1,yes,no,yes
33,86.88,2,130.89,4,8.25,two_year,broadband,tier_3,no,no,no
22,102.58,2,106.98,5,5.49,two_year,fiber,tier_1,no,no,yes
20,59.81,1,103.74,3,5.88,month_to_month,fiber,tier_3,yes,no,yes
1,92.57,1,112.99,2,7.51,two_year,broadband,tier_3,yes,yes,no
50,73.55,2,113.21,3,5.74,month_to_month,fiber,tier_2,no,yes,no
10,116.77,0,143.59,2,4.46,two_year,fiber,tier_3,yes,no,yes
65,98.25,4,82.27,3,9.26,one_year,broadband,tier_1,yes,yes,no
11,109.81,1,127.81,7,6.42,month_to_month,fiber,tier_2,yes,no,no
3,112.98,1,221.75,1,4.99,two_year,broadband,tier_2,no,no,yes
6,82.83,3,143.47,2,4.01,one_year,fiber,tier_2,yes,no,yes
31,85.88,3,107.61,1,5.51,month_to_month,broadband,tier_2,yes,no,no
27,82.02,2,66.31,3,6.89,month_to_month,broadband,tier_3,no,no,yes
4,77.22,2,134.11,1,5.79,month_to_month,fiber,tier_3,yes,yes,yes
22,90.21,2,179.3,1,7.29,month_to_month,broadband,tier_2,yes,no,yes
49,58.6,0,226.58,2,8.19,month_to_month,broadband,tier_3,no,no,no
39,87.02,2,150.93,3,7.68,month_to_month,broadband,tier_2,no,no,no
44,86.56,2,253.87,4,6.96,month_to_month,fiber,tier_1,yes,no,no
39,68.09,0,151.71,4,6.82,month_to_month,broadband,tier_1,yes,no,no
57,90.68,1,163.0,2,9.83,month_to_month,broadband,tier_2,no,no,no
45,66.38,2,111.65,1,5.71,month_to_month,fiber,tier_3,no,yes,no
8,59.0,3,105.07,1,5.19,one_year,broadband,tier_1,yes,no,no
26,96.25,2,169.15,2,4.79,month_to_month,fiber,tier_3,no,no,no
62,75.97,3,74.72,3,4.23,two_year,mobile,tier_3,yes,no,no
52,110.13,0,167.76,2,8.46,two_year,mobile,tier_1,no,yes,no
50,69.62,1,175.35,4,10.0,two_year,broadband,tier_3,yes,no,no
35,100.17,4,109.75,0,7.18,two_year,broadband,tier_2,no,no,no
69,71.08,3,134.71,2,6.94,two_year,fiber,tier_1,no,no,no
55,82.17,1,135.91,2,6.19,month_to_month,fiber,tier_3,yes,no,no
5,105.43,1,201.02,2,6.42,month_to_month,broadband,tier_3,yes,no,yes
52,114.36,1,107.37,2,6.02,month_to_month,mobile,tier_3,no,no,no
32,83.09,2,128.84,5,4.96,month_to_month,fiber,tier_2,yes,no,yes
44,49.4,0,74.54,1,3.51,two_year,broadband,tier_3,no,no,no
55,109.99,1,125.05,0,2.49,month_to_month,broadband,tier_2,no,yes,no
60,94.93,2,126.1,2,5.74,one_year,fiber,tier_1,yes,no,no
29,66.05,1,182.99,2,6.17,month_to_month,broadband,tier_1,yes,no,yes
5,98.67,1,104.87,0,6.31,two_year,fiber,tier_3,no,no,yes
47,77.73,2,92.32,2,9.96,two_year,fiber,tier_1,yes,no,no
28,56.92,0,158.67,1,7.7,one_year,broadband,tier_2,no,yes,no
6,55.39,3,171.28,2,5.31,one_year,broadband,tier_3,no,no,no
1,123.46,2,180.47,3,7.83,two_year,fiber,tier_2,yes,yes,yes
57,93.39,6,175.8,0,5.32,month_to_month,fiber,tier_1,no,no,yes
18,72.5,0,57.7,1,5.56,one_year,broadband,tier_2,no,no,no
51,94.78,1,49.94,0,5.97,month_to_month,mobile,tier_3,yes,no,no
59,82.45,4,114.69,0,5.89,two_year,broadband,tier_3,yes,no,no
62,82.19,2,119.01,2,3.71,one_year,fiber,tier_3,yes,no,yes
38,98.7,3,111.44,3,6.38,month_to_month,fiber,tier_2,yes,no,no
30,130.39,1,153.21,3,6.96,two_year,broadband,tier_1,yes,yes,yes
71,83.65,2,135.82,4,6.26,month_to_month,fiber,tier_1,no,no,no
44,98.61,5,126.0,1,3.94,one_year,broadband,tier_1,yes,no,yes
16,98.41,3,153.79,3,8.65,two_year,broadband,tier_3,yes,no,yes
27,84.21,1,202.72,3,6.74,month_to_month,fiber,tier_2,yes,no,yes
52,87.25,5,159.57,3,6.32,month_to_month,fiber,tier_3,no,no,yes
30,87.29,0,129.12,5,6.22,month_to_month,fiber,tier_2,no,no,no
44,88.84,2,104.67,2,6.97,one_year,fiber,tier_1,yes,no,no
14,120.24,1,139.86,2,3.94,month_to_month,fiber,tier_2,yes,no,no
30,111.37,0,145.9,0,5.07,month_to_month,broadband,tier_3,yes,no,no
56,83.73,2,102.16,3,8.27,month_to_month,mobile,tier_3,no,no,no
33,109.95,2,73.58,2,6.55,one_year,mobile,tier_3,yes,no,no
35,64.53,3,118.89,5,3.58,month_to_month,broadband,tier_1,no,no,yes
69,102.93,1,143.18,4,6.36,one_year,broadband,tier_1,yes,yes,no
5,57.68,1,151.28,3,8.07,one_year,broadband,tier_1,yes,no,no
13,25.0,1,136.61,2,8.94,month_to_month,fiber,tier_3,yes,yes,yes
42,41.06,2,138.93,2,9.3,one_year,broadband,tier_1,no,yes,no
69,134.66,2,60.72,4,3.16,one_year,mobile,tier_3,yes,no,no
62,106.25,0,94.8,1,6.75,two_year,broadband,tier_2,no,no,no
46,94.28,2,123.16,4,6.89,month_to_month,broadband,tier_3,yes,no,no
57,117.66,3,115.55,3,9.21,month_to_month,broadband,tier_3,yes,no,no
29,53.78,0,69.1,0,8.9,month_to_month,mobile,tier_2,yes,no,no
22,87.49,1,132.35,2,10.0,one_year,mobile,tier_2,yes,no,no
59,101.78,3,83.79,2,10.0,month_to_month,broadband,tier_3,yes,no,no
31,71.59,2,47.34,4,5.53,two_year,mobile,tier_1,yes,no,no
46,54.65,0,81.81,3,4.03,month_to_month,broadband,tier_3,yes,no,no
40,47.6,4,202.17,3,3.73,two_year,broadband,tier_1,yes,no,no
66,105.07,2,127.24,2,5.33,month_to_month,fiber,tier_2,yes,no,yes
10,103.62,2,148.15,4,4.29,two_year,broadband,tier_3,yes,yes,no
13,95.48,1,88.02,3,3.17,two_year,broadband,tier_1,no,no,yes
52,104.13,1,190.11,2,5.56,month_to_month,fiber,tier_3,yes,no,no
60,38.31,2,149.71,3,6.9,one_year,broadband,tier_1,no,yes,no
48,117.71,3,105.81,4,5.46,two_year,broadband,tier_2,yes,no,yes
56,96.71,0,126.22,2,5.16,month_to_month,fiber,tier_2,no,no,no
20,103.11,2,137.57,1,6.55,month_to_month,fiber,tier_3,yes,yes,yes
42,81.13,1,164.51,3,5.69,two_year,broadband,tier_3,yes,no,no
70,121.39,1,161.21,4,6.21,one_year,broadband,tier_1,yes,no,no
65,86.21,0,123.73,2,6.11,one_year,fiber,tier_3,no,no,no
20,79.06,6,63.84,6,7.04,month_to_month,fiber,tier_3,no,yes,yes
65,95.54,1,150.83,2,7.73,month_to_month,broadband,tier_2,yes,no,no
19,78.79,2,126.37,1,6.27,month_to_month,broadband,tier_2,no,yes,yes
35,95.76,3,136.41,3,8.45,month_to_month,fiber,tier_1,yes,yes,yes
45,129.05,2,172.76,4,8.39,two_year,fiber,tier_2,yes,no,no
65,104.53,1,101.04,1,3.08,month_to_month,fiber,tier_3,yes,no,no
69,85.46,3,235.52,3,3.37,one_year,broadband,tier_3,no,no,no
6,77.48,1,110.21,2,6.17,month_to_month,fiber,tier_3,yes,no,yes
17,73.94,1,114.43,3,6.3,month_to_month,fiber,tier_1,no,no,no
52,131.3,0,133.85,1,5.44,one_year,fiber,tier_3,no,no,no
18,71.34,2,135.01,0,7.99,one_year,fiber,tier_3,no,no,no
62,88.11,1,100.34,1,7.86,month_to_month,broadband,tier_2,yes,yes,no
50,72.04,3,188.49,3,8.69,month_to_month,broadband,tier_2,yes,no,no
27,107.99,1,158.94,2,5.25,one_year,broadband,tier_3,no,no,yes
4,123.56,5,144.81,3,6.31,month_to_month,mobile,tier_3,yes,yes,yes
17,83.49,4,150.14,3,7.04,two_year,fiber,tier_1,no,yes,yes
49,101.21,5,106.93,3,7.8,one_year,mobile,tier_3,no,no,yes
42,71.11,4,126.98,2,4.44,month_to_month,fiber,tier_3,yes,yes,yes
21,94.47,2,115.52,1,5.2,month_to_month,fiber,tier_3,yes,no,yes
51,81.95,2,126.51,1,5.19,month_to_month,fiber,tier_1,no,no,no
22,58.21,1,153.08,3,8.22,two_year,broadband,tier_3,no,no,no
35,91.24,3,95.85,2,4.95,one_year,broadband,tier_2,yes,yes,no
25,79.15,4,131.28,4,7.16,two_year,broadband,tier_2,no,no,no
27,92.53,1,60.55,2,6.99,month_to_month,broadband,tier_1,yes,no,no
58,80.68,0,70.46,2,6.26,month_to_month,broadband,tier_3,yes,yes,no
30,80.72,3,122.89,5,5.02,month_to_month,fiber,tier_1,yes,no,yes
44,90.51,1,165.14,4,7.91,one_year,mobile,tier_2,no,no,yes
12,82.76,0,101.22,2,6.88,month_to_month,broadband,tier_3,yes,no,no
47,119.76,2,106.34,3,7.46,month_to_month,broadband,tier_3,no,no,no
51,88.24,2,171.65,1,4.23,month_to_month,fiber,tier_3,yes,no,yes
53,97.43,2,134.33,2,4.78,month_to_month,fiber,tier_1,yes,no,yes
37,85.22,1,152.83,1,5.32,two_year,fiber,tier_1,yes,yes,no
35,117.67,2,45.14,1,5.61,month_to_month,broadband,tier_2,no,no,no
18,99.92,1,154.83,2,6.04,month_to_month,fiber,tier_2,yes,no,no
16,113.69,5,80.11,1,4.08,month_to_month,fiber,tier_3,yes,yes,no
31,129.68,1,61.68,1,5.62,month_to_month,broadband,tier_3,yes,no,yes
32,81.85,2,41.52,1,7.63,month_to_month,broadband,tier_2,no,yes,yes
18,117.63,1,18.18,2,6.85,two_year,broadband,tier_2,yes,no,no
5,127.53,1,102.74,3,5.83,month_to_month,fiber,tier_2,no,no,yes
13,81.85,4,209.83,2,6.93,month_to_month,fiber,tier_2,yes,no,yes
12,103.77,2,147.42,3,7.1,one_year,broadband,tier_1,yes,no,yes
49,85.72,2,136.49,3,7.19,month_to_month,mobile,tier_2,no,no,yes
35,118.34,0,71.69,5,3.39,month_to_month,broadband,tier_2,yes,no,no
69,120.48,1,89.32,3,6.59,month_to_month,fiber,tier_2,yes,no,no
68,57.69,0,156.92,2,3.84,two_year,broadband,tier_1,no,no,no
36,60.01,1,101.4,1,8.55,month_to_month,fiber,tier_1,no,yes,no
10,143.04,1,136.73,2,8.13,two_year,broadband,tier_2,no,no,yes
35,56.84,1,195.87,0,5.73,month_to_month,fiber,tier_1,yes,no,yes
40,70.28,3,105.68,3,7.92,month_to_month,fiber,tier_3,no,no,no
37,82.5,0,85.84,0,8.39,one_year,mobile,tier_2,no,no,no
9,65.87,1,117.65,2,7.03,month_to_month,fiber,tier_2,yes,no,no
1,93.58,0,171.24,1,5.81,two_year,fiber,tier_1,yes,no,no
22,86.1,1,114.62,3,6.45,month_to_month,broadband,tier_1,yes,yes,yes
45,124.82,0,127.35,4,6.42,two_year,broadband,tier_2,yes,yes,no
64,96.67,0,146.63,3,5.25,two_year,fiber,tier_1,yes,no,no
34,116.47,0,139.56,3,6.42,two_year,fiber,tier_2,yes,no,no
58,53.76,2,157.75,3,2.55,month_to_month,fiber,tier_3,yes,yes,yes
42,146.45,3,167.26,2,6.39,month_to_month,broadband,tier_1,no,yes,yes
64,116.22,1,96.55,2,9.2,month_to_month,broadband,tier_2,no,no,no
42,70.59,1,35.15,3,4.75,month_to_month,fiber,tier_2,no,yes,no
47,140.37,1,137.02,3,7.58,month_to_month,mobile,tier_2,yes,no,no
4,76.09,2,50.14,3,3.86,month_to_month,broadband,tier_1,no,no,yes
25,94.47,0,164.75,4,8.74,two_year,broadband,tier_2,yes,no,no
57,95.35,1,118.35,2,3.9,two_year,fiber,tier_2,no,no,no
17,75.08,2,207.89,4,4.34,month_to_month,fiber,tier_1,yes,no,yes
64,94.85,0,103.47,1,6.75,month_to_month,broadband,tier_2,no,no,yes
8,95.81,0,115.78,1,4.57,month_to_month,fiber,tier_2,no,no,no
52,69.02,1,161.21,2,6.93,month_to_month,fiber,tier_2,yes,yes,yes
53,42.28,1,136.98,2,6.53,month_to_month,broadband,tier_3,no,no,no
69,63.78,0,111.0,1,2.99,month_to_month,fiber,tier_1,yes,no,no
7,94.43,3,83.96,1,6.79,month_to_month,broadband,tier_2,no,no,yes
27,96.38,2,141.98,3,6.09,month_to_month,fiber,tier_2,no,no,yes
7,84.3,3,98.54,3,6.9,month_to_month,mobile,tier_3,yes,no,yes
2,87.12,2,118.08,1,5.78,one_year,broadband,tier_2,no,no,yes
32,76.82,0,171.47,3,6.91,month_to_month,broadband,tier_2,yes,yes,yes
57,97.68,1,146.52,2,5.43,two_year,broadband,tier_1,yes,no,no
57,132.42,1,128.17,2,9.45,one_year,fiber,tier_2,no,no,no
52,92.14,3,79.64,4,6.3,two_year,broadband,tier_1,no,no,no
56,69.1,3,105.24,0,6.78,month_to_month,fiber,tier_2,yes,no,no
57,73.29,1,114.09,3,8.2,one_year,broadband,tier_3,no,no,no
56,84.55,2,198.69,1,7.18,one_year,fiber,tier_3,no,no,no
14,78.96,5,174.53,3,5.87,month_to_month,mobile,tier_3,yes,no,yes
12,85.05,1,127.52,2,5.91,two_year,mobile,tier_2,no,no,yes
39,63.24,1,87.08,0,6.37,month_to_month,broadband,tier_1,yes,no,no
40,84.16,2,130.0,0,10.0,two_year,broadband,tier_3,no,no,no
44,52.72,1,135.03,1,4.95,month_to_month,fiber,tier_3,no,no,yes
69,132.11,2,208.53,5,7.75,one_year,mobile,tier_3,yes,no,yes
47,91.66,2,118.18,4,7.12,one_year,fiber,tier_2,yes,no,no
7,100.81,2,119.23,2,3.17,month_to_month,fiber,tier_3,yes,no,yes
14,111.72,3,133.67,3,5.99,month_to_month,broadband,tier_2,yes,no,no
67,84.17,1,74.93,1,4.7,two_year,mobile,tier_3,no,no,no
63,98.29,1,113.23,1,9.0,two_year,broadband,tier_3,yes,no,no
47,95.51,3,119.62,4,8.2,two_year,broadband,tier_2,no,no,no
30,66.34,3,184.85,3,5.77,month_to_month,fiber,tier_2,yes,no,no
32,96.95,1,121.65,1,5.28,two_year,broadband,tier_2,yes,no,no
71,59.13,2,149.02,3,3.54,month_to_month,broadband,tier_2,no,no,yes
5,73.67,2,95.9,3,5.09,one_year,broadband,tier_1,no,yes,yes
35,49.69,3,60.01,4,5.75,month_to_month,fiber,tier_3,no,no,yes
21,123.06,3,38.0,2,6.39,two_year,mobile,tier_2,no,no,no
34,75.57,3,95.76,1,6.11,month_to_month,fiber,tier_1,yes,no,yes
30,69.05,2,94.03,1,6.7,month_to_month,fiber,tier_2,no,no,yes
27,96.11,1,163.81,1,7.0,month_to_month,fiber,tier_3,yes,no,yes
49,84.0,2,74.56,2,6.76,month_to_month,broadband,tier_2,no,no,yes
13,98.33,5,30.37,4,8.35,one_year,fiber,tier_2,no,no,no
39,80.9,2,136.02,2,6.72,one_year,mobile,tier_1,yes,no,no
12,87.93,1,126.46,2,4.43,month_to_month,broadband,tier_2,no,no,no
35,67.41,1,122.87,4,8.45,month_to_month,broadband,tier_3,no,no,no
62,105.46,3,168.65,4,6.55,month_to_month,broadband,tier_1,yes,no,no
58,110.24,0,114.73,2,5.68,month_to_month,mobile,tier_2,no,yes,no
71,109.77,1,101.96,3,6.23,month_to_month,fiber,tier_3,no,no,no
46,123.46,2,129.58,1,6.5,month_to_month,fiber,tier_1,yes,no,yes
52,85.01,0,214.0,2,6.23,month_to_month,broadband,tier_2,yes,no,no
64,98.85,4,155.21,0,7.61,one_year,fiber,tier_3,yes,no,no
62,61.12,2,261.16,1,5.69,two_year,broadband,tier_2,yes,no,no
27,97.95,1,92.95,0,5.95,month_to_month,fiber,tier_2,yes,no,no
17,90.94,1,122.99,8,9.8,month_to_month,fiber,tier_3,no,no,no
21,45.86,2,196.92,4,8.96,month_to_month,broadband,tier_1,no,yes,no
34,94.56,0,204.81,3,10.0,one_year,fiber,tier_2,yes,no,no
9,117.47,2,106.17,2,7.92,month_to_month,fiber,tier_3,yes,no,yes
17,105.89,1,188.69,2,4.3,month_to_month,broadband,tier_3,no,no,yes
9,76.95,2,139.87,2,4.21,month_to_month,broadband,tier_1,no,no,yes
8,121.91,1,65.48,2,8.27,one_year,broadband,tier_2,no,no,no
53,94.58,4,84.4,2,7.64,month_to_month,fiber,tier_2,no,no,no
25,88.98,2,115.22,1,3.81,month_to_month,fiber,tier_1,no,yes,yes
46,89.14,2,115.05,2,6.05,month_to_month,fiber,tier_2,no,no,yes
57,97.14,3,81.03,3,6.76,two_year,fiber,tier_3,yes,no,no
64,84.02,1,78.01,2,6.93,two_year,broadband,tier_1,no,no,no
18,79.61,3,129.98,1,8.49,one_year,mobile,tier_2,yes,yes,no
61,52.65,2,146.46,1,8.7,month_to_month,broadband,tier_2,yes,no,no
36,87.42,0,159.97,5,3.91,one_year,fiber,tier_2,yes,yes,no
61,80.43,3,112.54,0,4.68,month_to_month,broadband,tier_2,yes,no,no
18,91.28,2,118.3,1,6.83,two_year,fiber,tier_2,yes,yes,yes
51,76.68,1,118.62,2,6.46,month_to_month,mobile,tier_3,yes,no,yes
46,76.47,1,55.51,1,8.2,month_to_month,broadband,tier_1,yes,no,no
70,81.35,1,210.78,4,5.89,two_year,fiber,tier_1,no,no,no
31,114.89,2,209.44,4,5.05,month_to_month,fiber,tier_1,no,no,yes
57,69.28,3,83.47,3,5.5,two_year,fiber,tier_3,yes,no,yes
28,92.31,1,109.79,1,5.33,two_year,broadband,tier_2,yes,no,yes
44,71.74,2,115.18,3,5.87,month_to_month,mobile,tier_3,yes,no,no
65,106.39,1,132.18,0,7.97,month_to_month,mobile,tier_1,no,no,yes
51,70.28,1,165.81,5,1.0,two_year,mobile,tier_3,no,no,yes
68,95.95,1,172.71,3,4.21,month_to_month,mobile,tier_1,yes,yes,yes
47,110.96,2,159.35,3,7.25,month_to_month,broadband,tier_3,yes,yes,yes
32,41.3,0,98.7,4,5.6,one_year,fiber,tier_2,yes,no,yes
32,78.63,4,130.68,2,7.72,two_year,broadband,tier_2,no,no,yes
5,91.57,5,119.21,5,6.87,one_year,fiber,tier_3,yes,yes,yes
22,77.7,0,87.09,3,6.89,one_year,broadband,tier_1,no,no,no
59,104.87,1,168.42,3,4.8,one_year,fiber,tier_1,yes,yes,no
22,82.32,1,95.85,3,3.79,one_year,fiber,tier_2,yes,no,no
60,93.49,1,185.53,1,4.21,one_year,fiber,tier_1,yes,yes,no
24,118.44,4,172.64,6,5.37,month_to_month,broadband,tier_1,no,no,yes
57,88.41,1,142.12,3,4.72,month_to_month,fiber,tier_3,no,no,no
2,85.62,3,62.85,0,4.73,two_year,fiber,tier_3,yes,yes,no
12,59.79,0,139.74,2,3.75,month_to_month,broadband,tier_2,yes,no,no
18,121.03,2,106.62,2,7.23,month_to_month,broadband,tier_3,no,no,yes
56,65.44,1,219.51,0,5.44,two_year,fiber,tier_1,no,no,no
