近30天登录天数,核心功能使用次数,团队成员数,当前套餐,客服咨询次数,月活跃时长_小时,自动化流程数,所属行业,数据量_GB,升级建议
20,17,16,免费版,1,14.3,2,制造,12.24,保留当前套餐
20,24,33,免费版,1,17.8,1,制造,22.37,升级专业版
16,21,16,免费版,0,39.8,7,教育,38.65,升级专业版
12,19,13,免费版,2,28.6,6,电商,12.71,升级专业版
28,16,4,免费版,0,32.3,9,医疗,12.78,升级专业版
16,30,6,基础版,2,13.6,7,教育,5.28,升级专业版
10,26,6,基础版,3,18.6,7,教育,19.68,保留当前套餐
14,19,2,免费版,0,29.0,4,医疗,28.69,保留当前套餐
29,29,38,免费版,2,16.5,5,电商,24.64,升级专业版
23,19,6,免费版,0,7.4,3,医疗,32.55,保留当前套餐
30,19,6,基础版,2,4.2,5,医疗,25.63,升级专业版
15,24,11,基础版,1,16.3,4,咨询服务,38.17,保留当前套餐
4,21,12,基础版,3,18.0,6,电商,29.26,保留当前套餐
23,17,11,免费版,0,25.6,5,电商,36.11,升级专业版
23,22,6,免费版,0,15.0,5,制造,19.74,升级专业版
13,17,3,专业版,1,13.4,3,制造,4.33,保留当前套餐
6,19,5,基础版,1,19.9,6,电商,27.56,保留当前套餐
30,34,10,基础版,2,13.5,6,制造,27.42,升级专业版
22,21,5,专业版,0,22.5,7,教育,4.26,升级专业版
7,27,6,免费版,1,29.0,6,电商,0.5,保留当前套餐
23,14,3,基础版,2,32.2,6,制造,16.4,保留当前套餐
7,21,15,专业版,0,20.0,2,制造,23.47,保留当前套餐
12,28,4,免费版,3,8.4,4,咨询服务,0.5,保留当前套餐
23,26,23,专业版,1,31.1,3,制造,0.5,保留当前套餐
7,23,18,免费版,2,1.0,4,医疗,5.82,保留当前套餐
15,24,5,专业版,2,19.4,7,咨询服务,20.25,保留当前套餐
3,23,22,免费版,2,28.2,4,咨询服务,0.5,保留当前套餐
18,15,4,基础版,1,18.5,4,电商,37.28,升级专业版
22,17,12,专业版,1,38.4,7,电商,11.49,保留当前套餐
27,20,13,基础版,2,34.3,5,咨询服务,27.07,升级专业版
8,15,8,免费版,3,33.8,5,制造,9.61,保留当前套餐
2,25,8,免费版,1,12.1,6,制造,23.97,保留当前套餐
18,37,5,免费版,4,3.5,7,咨询服务,12.49,保留当前套餐
17,26,20,基础版,1,19.4,3,电商,30.78,保留当前套餐
27,22,5,基础版,2,21.4,5,咨询服务,20.52,升级专业版
23,17,34,免费版,0,22.1,6,电商,9.19,升级专业版
19,22,14,基础版,0,16.8,9,医疗,8.3,保留当前套餐
1,23,34,免费版,2,15.5,1,咨询服务,14.24,保留当前套餐
13,15,8,免费版,0,27.6,4,电商,15.49,保留当前套餐
17,21,2,基础版,6,24.6,5,教育,12.7,保留当前套餐
30,23,5,专业版,2,17.2,6,电商,9.23,升级专业版
30,33,13,专业版,2,12.0,5,电商,23.27,升级专业版
13,18,10,专业版,3,21.8,5,电商,8.8,保留当前套餐
11,24,43,基础版,1,11.2,4,咨询服务,15.65,保留当前套餐
27,30,42,基础版,1,19.3,5,医疗,32.45,升级企业版
22,14,6,免费版,6,13.6,7,医疗,21.47,保留当前套餐
19,21,7,免费版,2,7.3,6,咨询服务,24.66,保留当前套餐
6,21,32,基础版,3,37.2,10,教育,11.26,保留当前套餐
23,16,13,免费版,1,25.6,3,医疗,2.61,升级专业版
28,20,3,免费版,3,16.6,2,制造,5.36,升级专业版
2,30,6,基础版,2,18.9,3,教育,18.82,保留当前套餐
11,32,1,基础版,1,22.1,6,电商,11.9,保留当前套餐
14,23,7,基础版,3,18.3,6,电商,38.33,保留当前套餐
12,25,6,基础版,2,12.3,3,咨询服务,24.35,保留当前套餐
20,28,19,基础版,3,33.3,2,医疗,19.16,保留当前套餐
9,26,20,基础版,0,18.9,4,教育,16.8,保留当前套餐
30,27,5,免费版,2,15.2,7,教育,32.82,升级企业版
29,34,4,基础版,1,41.0,4,制造,2.04,升级专业版
12,20,26,基础版,3,31.8,5,制造,28.74,保留当前套餐
15,21,20,基础版,0,15.9,2,电商,20.03,保留当前套餐
18,22,19,基础版,0,19.5,6,医疗,23.78,升级专业版
8,28,39,免费版,1,14.6,5,医疗,10.72,保留当前套餐
1,19,30,免费版,2,26.9,7,教育,37.8,保留当前套餐
19,23,13,免费版,1,10.8,5,电商,16.02,保留当前套餐
25,28,1,专业版,1,21.0,4,教育,26.0,升级专业版
20,23,7,基础版,2,18.7,3,咨询服务,29.12,升级专业版
26,26,4,专业版,2,16.7,6,医疗,15.53,升级专业版
18,20,20,基础版,1,15.0,8,咨询服务,24.19,保留当前套餐
10,29,11,免费版,2,21.1,5,电商,22.61,保留当前套餐
15,25,10,专业版,2,30.7,5,制造,2.26,保留当前套餐
7,30,18,基础版,3,20.7,1,医疗,19.27,保留当前套餐
4,33,14,免费版,2,11.5,3,电商,14.91,保留当前套餐
29,24,3,免费版,4,4.7,3,电商,22.99,升级专业版
20,17,29,免费版,3,23.6,5,电商,20.27,升级专业版
19,24,6,专业版,2,9.1,3,教育,28.56,保留当前套餐
4,21,31,专业版,2,6.6,3,咨询服务,13.56,保留当前套餐
17,27,4,基础版,0,25.5,4,制造,10.81,保留当前套餐
30,22,12,基础版,0,17.0,8,医疗,12.77,升级专业版
16,24,4,基础版,1,8.2,4,咨询服务,21.3,保留当前套餐
26,22,6,专业版,2,32.8,15,制造,39.45,升级专业版
25,23,6,基础版,2,23.3,4,制造,11.21,升级专业版
13,21,11,免费版,3,13.1,5,电商,26.73,保留当前套餐
17,25,27,基础版,0,27.6,3,咨询服务,27.55,升级专业版
27,19,2,专业版,2,1.0,5,咨询服务,17.84,保留当前套餐
27,24,6,基础版,2,17.1,9,电商,33.99,升级专业版
24,20,18,免费版,1,17.6,5,咨询服务,6.2,升级专业版
10,29,15,免费版,3,13.7,5,医疗,38.95,保留当前套餐
13,15,10,基础版,1,8.0,5,教育,32.63,保留当前套餐
22,16,6,基础版,1,10.5,1,制造,17.08,保留当前套餐
10,22,19,专业版,3,21.5,6,教育,20.62,保留当前套餐
22,24,3,免费版,4,10.9,8,医疗,20.86,升级专业版
24,17,14,基础版,0,1.0,7,教育,19.16,保留当前套餐
3,22,20,基础版,2,23.4,6,咨询服务,21.78,保留当前套餐
27,20,3,免费版,3,28.1,6,医疗,1.31,保留当前套餐
3,21,14,免费版,3,20.0,5,医疗,11.18,保留当前套餐
28,30,8,免费版,0,28.0,5,医疗,6.55,升级专业版
20,25,4,免费版,1,1.0,1,咨询服务,12.95,保留当前套餐
22,27,3,专业版,0,15.6,8,电商,30.5,保留当前套餐
7,19,11,基础版,0,34.0,2,教育,26.37,保留当前套餐
5,26,13,免费版,4,23.9,9,电商,19.87,保留当前套餐
18,24,6,免费版,1,19.2,6,制造,6.47,保留当前套餐
22,25,2,免费版,1,20.3,2,电商,5.3,升级专业版
19,18,11,专业版,1,25.3,7,医疗,31.21,保留当前套餐
8,17,13,专业版,1,24.0,3,医疗,17.32,保留当前套餐
4,33,6,基础版,2,11.3,5,制造,17.96,保留当前套餐
1,24,4,基础版,1,15.8,5,教育,34.24,保留当前套餐
28,21,35,免费版,1,26.5,5,教育,24.78,升级专业版
18,27,12,免费版,1,34.3,7,医疗,18.34,升级专业版
16,23,4,免费版,3,13.8,3,教育,38.73,保留当前套餐
27,27,10,基础版,1,1.4,1,制造,30.98,保留当前套餐
10,25,11,基础版,0,16.1,3,制造,22.77,保留当前套餐
26,20,22,专业版,1,22.7,5,电商,33.93,升级专业版
26,27,15,基础版,1,31.6,4,教育,2.58,升级专业版
23,25,17,基础版,2,18.7,6,咨询服务,2.91,升级专业版
20,22,22,基础版,0,40.3,6,制造,27.94,升级专业版
18,22,12,基础版,2,6.2,1,制造,9.57,保留当前套餐
1,22,11,免费版,1,6.2,0,制造,9.75,保留当前套餐
13,31,4,免费版,1,17.7,3,咨询服务,13.98,保留当前套餐
21,26,12,基础版,2,1.0,8,教育,30.69,升级专业版
25,28,4,基础版,5,26.2,7,教育,12.33,保留当前套餐
16,21,3,免费版,1,27.8,6,教育,27.14,升级专业版
