claim_amount_k,claim_delay_days,policy_tenure_months,prior_claims,vehicle_age_years,premium_delay_days,accident_severity,repair_shop_type,police_report,night_accident,province,fraud_label
17.45,8,43,1,11,1,minor,network,yes,yes,south,legit
22.43,6,47,2,10,0,major,network,yes,no,west,legit
24.44,9,91,0,3,2,major,network,yes,no,west,legit
17.17,4,4,2,14,4,minor,outside,yes,no,south,legit
19.27,6,93,0,0,4,major,network,yes,no,east,legit
35.94,11,19,0,2,4,major,network,yes,no,east,legit
32.8,7,22,0,4,4,moderate,network,yes,no,east,fraud
9.56,7,110,0,3,5,moderate,outside,no,yes,west,legit
19.04,3,73,0,1,1,minor,network,yes,no,west,legit
16.69,6,44,0,10,5,minor,network,yes,no,north,legit
11.65,2,70,1,17,2,moderate,network,yes,no,south,legit
20.55,6,117,1,17,4,minor,outside,no,yes,west,legit
32.76,6,63,0,11,2,minor,network,yes,no,west,legit
19.38,7,71,0,0,0,minor,network,no,yes,south,legit
30.39,7,57,1,11,5,moderate,network,yes,no,north,legit
32.69,6,111,0,0,4,minor,network,yes,yes,east,legit
10.35,8,41,1,9,5,moderate,network,yes,no,west,legit
0.8,6,78,2,17,1,minor,outside,yes,yes,north,legit
7.22,9,48,3,3,2,minor,network,no,yes,north,fraud
13.24,7,42,0,5,7,minor,outside,yes,yes,west,legit
21.78,4,66,0,8,2,minor,network,yes,no,north,legit
11.61,7,82,2,5,3,major,network,yes,no,north,legit
20.88,4,73,1,12,5,minor,outside,yes,no,west,legit
27.2,9,15,3,3,5,major,network,no,yes,west,legit
24.57,9,111,1,7,3,moderate,outside,yes,yes,west,legit
21.33,6,114,0,12,1,minor,network,yes,no,north,legit
13.79,6,18,0,14,4,minor,outside,yes,no,south,fraud
26.17,10,83,2,4,3,moderate,network,yes,yes,north,legit
13.78,7,58,1,12,4,moderate,network,yes,yes,south,legit
15.76,6,109,1,11,2,moderate,outside,yes,no,east,legit
17.66,3,26,2,9,2,minor,network,yes,no,west,legit
10.91,7,80,2,0,3,minor,network,no,no,west,legit
26.66,5,101,2,16,6,moderate,outside,yes,no,north,legit
7.12,5,85,2,8,4,moderate,network,yes,no,north,legit
20.98,7,24,1,3,2,moderate,network,yes,no,south,legit
17.07,7,18,1,17,4,moderate,network,yes,yes,south,fraud
26.18,9,33,0,1,2,minor,network,yes,no,west,legit
27.9,8,35,2,14,3,moderate,network,yes,yes,north,fraud
28.2,7,48,0,13,5,moderate,network,yes,no,north,legit
23.19,6,70,0,16,2,moderate,network,yes,yes,east,legit
11.71,5,117,2,15,4,minor,network,yes,no,south,legit
21.32,5,86,2,14,4,moderate,network,yes,no,west,legit
21.87,9,63,0,12,0,minor,network,yes,no,east,legit
11.73,8,91,2,2,1,minor,network,yes,no,west,legit
11.79,9,101,1,3,3,minor,outside,yes,no,south,legit
21.18,9,109,1,14,1,minor,outside,yes,no,east,legit
9.96,6,45,2,9,4,minor,network,no,no,east,legit
15.92,7,5,0,8,2,major,outside,yes,yes,east,legit
15.74,7,38,0,17,4,major,network,yes,no,north,legit
16.38,7,47,1,2,4,major,network,no,no,west,legit
16.4,5,24,0,5,6,moderate,outside,yes,no,north,legit
15.49,8,15,1,4,2,major,network,yes,no,north,legit
41.67,6,80,2,1,0,minor,network,yes,no,north,fraud
5.18,5,40,0,1,3,moderate,network,no,no,north,legit
14.16,5,70,1,1,2,moderate,outside,yes,yes,north,legit
9.58,9,101,1,3,6,major,network,yes,yes,east,legit
24.65,5,32,0,17,5,moderate,network,yes,yes,west,legit
34.85,6,81,1,17,2,minor,network,no,no,east,fraud
10.21,7,63,0,16,2,moderate,network,yes,no,east,legit
13.31,5,28,4,17,2,minor,network,yes,no,south,legit
12.0,7,57,0,9,3,moderate,network,yes,yes,north,legit
32.91,4,100,1,14,6,moderate,outside,yes,no,north,legit
0.8,6,66,1,8,2,moderate,network,yes,no,south,legit
19.48,5,101,0,3,3,minor,outside,yes,no,south,legit
16.29,6,15,2,6,2,minor,network,yes,no,south,legit
18.53,4,40,0,14,5,moderate,network,yes,yes,west,legit
10.29,2,71,1,12,4,moderate,outside,yes,no,north,legit
19.98,5,46,1,5,2,minor,network,yes,no,south,legit
24.66,10,67,0,14,4,minor,outside,yes,yes,south,fraud
9.89,8,21,0,2,3,minor,outside,no,no,west,legit
13.54,7,49,0,2,8,moderate,network,yes,yes,east,legit
20.0,6,80,0,13,3,major,network,yes,no,west,legit
16.02,10,23,1,12,3,moderate,network,yes,no,north,fraud
21.69,4,105,0,10,3,moderate,network,yes,no,east,legit
7.73,12,4,2,16,1,major,network,no,yes,south,legit
36.81,4,5,2,10,1,moderate,network,yes,no,north,fraud
26.16,9,3,0,13,5,minor,network,yes,yes,east,fraud
17.99,11,58,0,8,1,minor,outside,yes,no,north,fraud
25.24,8,81,0,13,3,minor,outside,yes,no,east,legit
16.01,9,24,0,11,5,moderate,network,yes,yes,west,legit
15.19,5,112,0,6,3,major,network,yes,yes,south,legit
4.85,5,27,4,15,2,minor,outside,yes,yes,north,fraud
8.01,6,11,2,17,2,major,network,no,no,east,legit
19.39,8,57,1,7,1,minor,network,yes,no,west,legit
12.75,6,79,0,2,7,minor,network,yes,no,west,legit
17.3,9,110,0,3,3,major,network,yes,yes,south,legit
24.9,14,95,0,0,0,moderate,outside,yes,no,east,legit
12.06,8,72,0,11,5,minor,outside,yes,no,west,legit
5.53,6,20,0,11,3,moderate,network,yes,no,west,legit
27.34,7,80,1,11,6,minor,network,yes,no,north,fraud
33.41,7,72,0,5,7,minor,network,yes,no,west,legit
32.37,6,63,0,12,1,minor,network,yes,no,east,legit
31.06,4,30,0,16,2,moderate,network,yes,yes,north,fraud
16.11,7,27,1,14,2,minor,network,no,no,east,fraud
15.51,8,37,1,12,2,moderate,network,yes,yes,east,legit
23.21,7,33,0,14,1,moderate,network,yes,no,west,legit
13.65,7,100,0,1,4,minor,network,yes,no,east,legit
23.18,6,34,1,8,1,moderate,network,yes,no,south,fraud
18.86,5,119,0,11,1,moderate,network,yes,no,north,legit
17.65,8,84,0,5,4,moderate,network,yes,yes,south,legit
20.88,7,11,0,7,3,moderate,network,no,no,west,legit
5.19,8,109,0,5,5,minor,network,yes,no,east,legit
13.77,7,65,1,2,5,moderate,outside,no,yes,north,legit
12.52,7,34,0,17,5,moderate,network,no,no,south,fraud
26.81,7,98,0,3,4,moderate,network,yes,no,north,legit
0.8,6,12,1,7,3,minor,outside,yes,yes,north,legit
26.75,4,52,1,16,4,minor,network,yes,no,north,fraud
24.05,4,33,1,10,2,minor,outside,yes,no,east,fraud
13.19,7,36,0,13,3,moderate,network,no,yes,north,legit
18.43,8,32,1,11,1,moderate,network,yes,no,south,legit
23.66,8,97,1,12,0,moderate,network,yes,no,west,legit
13.75,11,76,1,1,4,minor,outside,yes,no,west,legit
22.3,7,100,2,5,6,major,network,no,no,west,legit
31.07,3,15,0,9,5,moderate,outside,yes,yes,south,fraud
22.51,5,85,0,17,2,minor,network,yes,no,south,legit
20.3,9,9,1,9,5,major,network,yes,yes,east,legit
11.24,7,4,3,2,6,moderate,outside,yes,no,south,legit
23.03,7,103,1,9,6,minor,network,yes,no,south,legit
21.87,9,101,0,3,5,major,network,yes,no,west,legit
28.99,4,5,1,2,2,moderate,network,yes,yes,west,fraud
11.21,7,61,1,11,3,moderate,network,yes,no,north,legit
1.46,6,38,1,7,1,moderate,network,yes,yes,south,legit
29.93,3,98,1,15,3,moderate,outside,yes,yes,west,fraud
29.77,5,30,1,9,5,minor,network,yes,no,north,fraud
7.5,6,109,3,1,3,moderate,network,yes,no,north,legit
31.48,8,20,0,7,3,major,network,yes,no,south,legit
26.2,7,115,0,5,3,minor,network,no,no,east,legit
6.52,8,81,1,2,7,minor,network,yes,no,north,fraud
12.57,3,62,1,3,3,major,network,yes,no,west,legit
17.66,7,13,0,2,1,moderate,outside,yes,no,east,legit
21.15,4,80,0,3,3,minor,network,no,no,north,legit
17.7,5,119,0,15,3,minor,network,yes,no,west,legit
5.33,4,61,1,7,1,minor,network,no,no,north,legit
24.79,6,20,0,12,3,moderate,network,yes,no,north,legit
17.17,6,108,1,6,5,major,network,yes,yes,east,legit
20.82,8,34,1,11,4,moderate,network,yes,yes,west,legit
23.99,10,50,1,15,4,moderate,network,yes,no,south,legit
22.4,6,108,0,13,5,moderate,outside,no,yes,west,legit
13.4,8,33,0,2,2,moderate,network,no,no,south,legit
20.6,8,108,2,16,5,minor,network,yes,no,north,legit
35.46,6,79,5,3,4,minor,network,yes,yes,west,fraud
18.16,7,63,0,0,3,moderate,network,yes,yes,south,legit
50.4,11,95,2,1,1,major,network,yes,no,south,legit
18.49,4,46,1,13,11,moderate,network,yes,no,west,legit
34.2,10,31,0,10,4,minor,network,yes,no,west,legit
24.11,7,111,0,0,2,moderate,network,no,no,north,legit
18.63,5,21,0,1,4,minor,network,yes,no,south,fraud
29.39,8,119,0,16,3,minor,outside,yes,yes,east,fraud
18.29,4,99,1,0,4,moderate,outside,yes,no,north,legit
29.47,4,81,1,1,2,major,network,yes,yes,south,fraud
23.07,8,86,0,3,3,moderate,outside,no,no,north,legit
18.18,2,60,1,10,5,major,network,yes,no,west,fraud
13.03,6,67,0,4,4,minor,outside,yes,yes,north,fraud
10.3,5,53,0,11,9,minor,network,yes,no,east,legit
12.92,4,5,0,1,4,minor,network,no,no,west,legit
14.8,4,8,0,6,5,minor,outside,yes,yes,east,legit
17.77,3,99,0,4,0,moderate,network,yes,yes,south,legit
22.04,10,29,1,6,2,minor,outside,yes,no,north,legit
24.58,8,73,2,0,2,minor,outside,yes,no,east,fraud
1.88,10,47,1,3,6,minor,network,yes,no,south,legit
11.08,6,33,1,5,4,minor,network,yes,no,west,legit
20.53,4,67,2,11,3,major,network,yes,no,east,fraud
34.68,7,97,0,0,5,minor,network,yes,no,east,legit
0.8,6,116,1,9,3,minor,outside,yes,no,north,legit
16.55,7,18,1,3,1,minor,outside,yes,no,north,legit
12.25,8,66,0,3,1,minor,outside,yes,no,south,legit
15.24,10,83,1,7,1,minor,network,no,no,west,legit
17.42,6,41,0,8,7,minor,network,yes,no,south,legit
17.06,9,106,0,8,4,major,outside,yes,yes,west,legit
16.62,5,53,0,10,6,major,network,no,no,west,legit
17.84,7,91,2,3,5,moderate,network,yes,no,north,fraud
11.6,10,70,1,11,5,moderate,network,yes,no,west,fraud
10.57,9,80,0,14,2,major,network,yes,no,south,legit
15.28,10,20,1,5,3,minor,outside,yes,no,south,fraud
0.8,7,109,0,6,2,minor,network,yes,no,west,legit
23.64,5,97,0,10,4,moderate,network,no,no,west,legit
26.66,5,85,1,2,1,moderate,network,yes,yes,west,legit
16.67,2,98,4,9,3,moderate,network,yes,yes,south,legit
22.79,7,31,1,15,2,minor,network,yes,no,west,legit
17.93,7,100,1,12,3,major,network,yes,no,south,legit
2.34,7,41,0,10,3,moderate,network,no,no,east,legit
16.34,3,18,1,17,5,moderate,outside,yes,yes,south,legit
16.15,4,55,2,1,3,minor,network,yes,no,south,fraud
13.27,4,112,0,3,3,moderate,outside,yes,no,west,legit
17.7,8,118,1,14,2,major,network,yes,yes,south,legit
24.36,9,100,1,4,4,moderate,network,no,yes,east,legit
27.34,8,111,1,17,5,moderate,network,yes,no,north,fraud
13.7,4,110,1,5,3,minor,network,yes,no,east,legit
28.1,7,38,1,2,3,minor,outside,yes,no,east,legit
18.12,5,13,1,3,5,minor,network,no,no,south,fraud
12.62,9,73,1,2,3,minor,network,yes,no,south,legit
17.9,7,23,0,16,3,minor,network,yes,no,east,fraud
25.65,9,27,0,11,3,major,network,yes,yes,south,legit
24.11,10,112,0,0,1,minor,outside,yes,no,east,legit
26.39,6,86,1,13,2,minor,network,yes,no,north,legit
23.19,5,29,0,16,2,major,network,yes,no,south,legit
9.31,10,72,0,8,1,minor,network,yes,no,east,legit
20.76,6,120,0,9,3,minor,network,yes,no,north,legit
19.12,4,12,4,0,2,minor,network,yes,no,west,fraud
16.88,5,27,0,11,3,minor,outside,yes,yes,south,fraud
14.07,6,41,1,10,3,moderate,network,yes,no,east,legit
27.73,10,7,1,9,2,minor,network,yes,no,west,legit
10.18,6,108,1,3,1,minor,outside,no,no,south,legit
11.91,3,40,0,15,2,minor,network,yes,yes,east,legit
25.77,13,15,1,14,3,minor,network,yes,no,south,fraud
20.9,4,107,1,7,1,moderate,outside,yes,yes,west,legit
8.63,3,37,1,2,0,minor,network,yes,no,east,legit
21.99,7,69,0,15,3,minor,outside,yes,no,west,legit
15.66,6,89,1,3,1,moderate,network,no,no,east,legit
26.83,11,80,1,12,0,moderate,outside,yes,no,west,legit
29.53,4,42,0,2,3,moderate,network,yes,no,east,legit
26.83,5,39,0,13,2,moderate,network,yes,no,west,legit
13.2,3,4,0,10,2,moderate,outside,yes,no,south,legit
6.49,5,11,0,17,3,moderate,network,no,yes,west,legit
18.09,5,103,1,16,9,moderate,network,yes,no,south,legit
27.29,9,31,1,6,3,minor,network,no,yes,west,fraud
13.53,4,94,0,1,3,moderate,outside,yes,yes,east,legit
12.6,4,30,1,4,5,minor,network,yes,yes,south,legit
26.89,8,102,0,14,2,major,network,yes,no,south,legit
32.99,12,51,0,9,3,major,network,yes,no,east,legit
15.06,7,39,3,4,6,minor,network,yes,no,east,fraud
6.61,3,31,1,10,4,moderate,network,yes,yes,south,legit
11.86,12,93,2,14,1,major,network,yes,no,north,legit
11.24,5,87,0,0,1,minor,outside,yes,no,north,legit
7.12,5,45,0,13,3,minor,network,yes,yes,west,fraud
12.25,3,33,2,11,4,moderate,outside,yes,no,south,legit
19.11,11,59,1,11,4,moderate,network,yes,no,south,legit
15.37,6,64,1,8,0,moderate,network,no,no,north,legit
6.59,6,46,0,2,1,moderate,network,yes,no,east,legit
20.16,6,81,0,0,2,minor,network,yes,no,east,legit
17.16,8,119,1,12,0,moderate,outside,yes,no,south,legit
7.59,9,91,0,12,4,minor,network,yes,no,east,legit
17.78,8,50,1,2,6,minor,network,no,yes,east,legit
13.08,6,11,1,10,0,moderate,outside,no,no,north,fraud
10.52,2,51,0,6,2,minor,network,yes,no,west,legit
13.39,7,4,0,13,3,minor,network,yes,yes,north,legit
5.09,10,75,1,4,2,minor,outside,yes,yes,east,fraud
13.59,4,66,0,9,3,minor,network,no,no,east,legit
27.19,8,61,1,7,4,moderate,network,no,yes,south,fraud
23.6,8,61,0,11,1,minor,network,yes,no,north,fraud
3.57,7,33,0,13,1,minor,outside,yes,no,east,legit
23.99,7,99,0,14,2,minor,outside,no,no,east,legit
16.78,5,1,1,11,2,moderate,network,yes,no,west,legit
15.4,5,28,0,12,6,moderate,outside,yes,yes,north,fraud
9.45,5,114,2,14,2,minor,outside,no,no,east,legit
15.34,8,105,1,7,5,moderate,network,yes,no,north,legit
10.35,6,28,1,3,1,minor,outside,yes,yes,north,fraud
9.26,7,43,1,8,2,moderate,network,yes,no,east,legit
9.75,4,41,1,9,2,minor,outside,yes,no,west,legit
22.46,6,45,0,13,5,moderate,network,yes,yes,east,legit
33.32,10,14,0,8,5,moderate,outside,yes,yes,north,fraud
18.92,5,41,1,15,4,moderate,network,yes,no,south,legit
19.62,7,100,0,0,2,minor,outside,yes,no,east,fraud
18.36,8,85,0,15,2,moderate,network,yes,no,north,fraud
8.86,7,36,1,11,1,moderate,outside,yes,yes,west,legit
27.89,4,38,0,2,5,moderate,network,yes,yes,south,legit
23.21,6,64,0,4,2,minor,network,no,yes,east,fraud
19.69,4,85,0,14,3,minor,network,yes,no,north,legit
25.31,7,41,1,3,3,moderate,network,yes,no,east,legit
12.24,8,105,1,6,3,moderate,network,no,no,south,legit
6.47,4,31,0,11,2,moderate,network,yes,no,north,legit
16.68,5,91,1,15,1,minor,network,yes,no,north,legit
23.61,10,72,1,15,1,moderate,network,yes,no,east,legit
19.9,9,89,1,10,3,moderate,network,yes,no,east,legit
12.73,5,71,1,12,10,major,outside,no,no,east,fraud
15.69,8,92,0,13,5,minor,network,no,no,west,fraud
32.11,3,42,1,4,1,moderate,network,yes,no,south,legit
8.61,5,117,1,17,1,minor,outside,yes,no,south,legit
11.24,6,81,0,11,2,moderate,network,yes,yes,west,legit
20.71,10,31,0,5,6,moderate,outside,yes,no,south,legit
23.38,6,102,0,13,1,moderate,outside,yes,no,north,legit
17.34,3,7,2,13,4,moderate,network,yes,yes,north,legit
39.12,9,75,0,10,5,minor,network,yes,no,west,legit
15.84,8,63,0,7,2,major,network,yes,no,south,legit
12.85,8,66,1,10,3,moderate,network,yes,no,east,legit
11.35,10,51,0,0,5,moderate,network,yes,yes,east,legit
20.02,6,93,1,16,4,minor,outside,yes,no,east,legit
17.68,4,86,1,4,1,moderate,outside,no,no,south,legit
7.88,10,38,0,2,1,moderate,outside,no,no,north,legit
8.81,3,83,0,16,1,major,outside,yes,no,west,legit
28.91,10,112,1,1,5,moderate,network,yes,yes,east,legit
25.29,6,55,4,7,2,minor,network,yes,yes,south,legit
16.35,9,113,0,17,2,minor,network,yes,yes,east,legit
16.28,6,44,1,0,5,major,network,yes,no,east,legit
6.12,3,80,0,3,2,moderate,network,yes,no,south,legit
4.38,7,119,0,2,4,minor,outside,yes,yes,south,legit
30.37,5,39,1,3,4,minor,network,yes,no,east,fraud
26.17,4,9,0,2,6,moderate,network,yes,no,south,legit
9.35,7,56,1,10,6,minor,network,yes,no,south,legit
7.45,3,97,0,10,2,moderate,network,yes,no,west,legit
14.07,10,3,0,7,5,minor,network,yes,no,east,legit
14.56,6,5,0,3,3,moderate,network,yes,no,east,legit
19.18,7,72,1,10,2,moderate,network,yes,no,east,legit
24.83,6,41,2,5,2,major,network,yes,no,south,fraud
14.39,8,80,0,11,2,moderate,network,yes,yes,west,legit
19.36,12,111,0,8,8,moderate,network,yes,yes,east,legit
16.24,6,112,0,13,1,minor,network,no,no,north,legit
15.46,9,87,0,14,4,moderate,network,yes,no,west,legit
19.36,8,48,0,9,2,minor,outside,yes,no,east,legit
14.42,7,86,0,11,7,minor,outside,yes,no,west,fraud
18.5,6,53,1,2,4,major,network,yes,yes,south,legit
25.62,12,67,0,1,2,moderate,outside,no,yes,west,fraud
11.97,9,23,0,12,3,major,outside,yes,no,south,legit
22.67,7,84,1,0,2,minor,network,yes,no,north,legit
22.09,5,91,1,2,3,moderate,network,yes,no,west,legit
20.68,11,81,3,8,3,moderate,network,no,no,north,legit
10.02,4,96,3,1,2,minor,outside,yes,yes,east,legit
22.75,3,117,0,3,2,minor,outside,yes,no,south,legit
8.5,11,61,1,8,2,minor,network,yes,no,north,legit
28.8,4,109,0,14,6,moderate,outside,no,no,north,legit
14.22,8,62,0,16,3,minor,network,yes,no,east,legit
18.68,9,81,0,10,4,minor,outside,no,no,north,legit
9.57,5,60,3,0,3,minor,network,no,no,east,legit
8.81,7,105,0,2,3,minor,network,yes,no,north,legit
22.79,7,28,1,0,10,major,outside,yes,no,east,legit
21.46,5,11,2,14,2,moderate,outside,yes,no,east,legit
29.66,8,68,0,13,4,major,network,yes,no,north,fraud
23.17,6,37,2,11,1,minor,network,yes,no,west,legit
25.01,7,66,1,9,1,moderate,network,no,no,west,legit
31.36,7,43,0,6,2,minor,network,yes,no,north,legit
23.91,13,48,0,5,1,minor,network,yes,no,east,legit
31.07,4,73,0,13,3,moderate,network,no,yes,west,fraud
17.57,5,36,0,8,5,major,network,no,yes,north,legit
13.26,4,107,2,15,3,major,network,yes,no,south,legit
25.31,11,73,0,15,7,minor,network,no,no,west,legit
27.53,3,117,1,9,3,moderate,outside,yes,no,west,legit
25.75,7,17,0,11,7,moderate,network,no,no,west,fraud
15.2,8,70,0,8,4,moderate,network,yes,yes,east,legit
18.14,5,107,1,16,6,minor,outside,no,yes,west,fraud
21.58,8,51,1,8,2,moderate,network,yes,yes,north,legit
14.4,9,62,0,13,3,minor,network,yes,yes,south,legit
34.42,7,89,1,6,8,moderate,network,yes,no,east,legit
30.33,9,39,0,4,4,minor,network,yes,yes,north,legit
32.47,6,51,0,5,2,moderate,outside,yes,no,south,fraud
28.58,5,91,1,12,2,moderate,network,yes,no,south,legit
22.42,5,70,1,7,5,moderate,network,yes,no,north,legit
27.31,6,50,2,11,4,minor,network,yes,no,north,fraud
22.69,5,110,0,10,2,major,network,yes,no,west,legit
