session_duration_min,pages_viewed,past_orders,discount_rate,loyalty_score,traffic_source,membership_tier,device_type,cart_items,order_value
5.72,9,4,0.06,49.4,organic,none,desktop,4,108.6
18.19,11,3,0.114,63.7,organic,none,mobile,3,147.92
6.31,9,10,0.154,46.4,social,silver,mobile,4,149.62
17.34,12,4,0.081,67.9,ads,silver,tablet,3,149.91
21.42,7,6,0.066,58.6,email,silver,mobile,4,164.83
13.3,5,5,0.198,54.6,organic,gold,mobile,5,145.33
4.9,14,4,0.115,76.0,organic,none,mobile,1,110.24
15.58,10,4,0.133,73.3,organic,none,mobile,4,141.22
24.14,13,6,0.018,40.3,ads,silver,mobile,9,193.68
18.84,8,2,0.138,62.4,organic,silver,mobile,5,143.15
18.73,5,3,0.102,54.7,ads,none,mobile,4,115.31
12.25,8,2,0.073,54.2,organic,none,mobile,5,117.91
7.73,6,5,0.087,66.5,organic,silver,desktop,4,115.28
1.97,11,4,0.098,76.1,social,none,mobile,4,137.69
12.23,6,9,0.101,55.9,ads,silver,mobile,7,150.12
8.91,8,5,0.084,53.8,social,gold,mobile,4,134.69
4.87,7,5,0.106,43.4,ads,gold,mobile,6,133.11
15.91,10,4,0.015,52.9,email,none,mobile,5,167.57
12.75,7,3,0.086,77.6,organic,none,mobile,5,122.24
1.0,14,5,0.104,53.9,email,silver,desktop,5,144.66
11.66,8,0,0.081,26.5,social,gold,mobile,6,114.72
20.87,6,2,0.096,90.4,organic,none,desktop,8,158.17
15.85,11,5,0.078,65.8,ads,none,desktop,4,144.55
7.79,6,6,0.099,64.7,email,none,desktop,3,117.03
14.53,8,4,0.098,83.5,organic,gold,desktop,2,144.2
9.35,9,5,0.122,13.5,organic,silver,mobile,2,108.19
15.82,7,4,0.106,77.4,email,silver,tablet,3,163.51
16.28,12,3,0.04,44.6,organic,gold,mobile,3,152.72
5.98,15,6,0.061,64.4,ads,silver,desktop,3,153.83
17.23,12,7,0.064,55.2,social,silver,mobile,6,177.19
7.03,12,4,0.178,69.0,organic,silver,desktop,7,155.21
11.86,10,1,0.069,38.0,ads,none,mobile,7,125.84
13.67,10,2,0.097,71.4,organic,silver,mobile,6,148.02
11.02,15,3,0.09,69.7,email,silver,desktop,7,157.12
15.83,12,6,0.041,42.6,organic,none,mobile,2,136.13
7.28,9,3,0.125,80.2,organic,none,mobile,6,130.5
17.1,12,1,0.044,89.1,ads,gold,desktop,3,165.72
7.37,12,3,0.111,52.0,email,silver,mobile,3,135.14
9.92,6,4,0.048,77.5,social,none,desktop,6,151.01
13.23,13,6,0.039,93.6,ads,gold,desktop,4,177.32
5.07,7,4,0.062,50.4,email,silver,tablet,5,99.27
13.76,10,4,0.073,27.1,email,none,desktop,5,137.29
2.07,15,7,0.0,52.9,social,silver,mobile,2,118.23
6.3,9,8,0.166,49.5,email,silver,tablet,5,130.54
10.89,5,3,0.057,48.7,ads,silver,desktop,8,127.35
13.22,7,1,0.054,56.8,social,gold,tablet,4,98.38
8.42,8,4,0.145,88.3,ads,none,mobile,4,131.73
27.55,12,5,0.165,26.9,organic,none,mobile,6,172.17
10.8,13,3,0.055,58.4,organic,silver,mobile,9,157.2
9.15,5,1,0.079,63.0,ads,none,mobile,2,109.28
12.07,6,3,0.071,42.1,ads,none,mobile,5,110.67
2.92,13,7,0.087,66.9,ads,none,mobile,5,145.26
13.51,9,5,0.111,27.4,social,gold,desktop,5,153.35
11.16,5,7,0.145,44.5,organic,none,mobile,4,111.13
6.63,10,2,0.018,83.6,email,none,mobile,5,143.19
13.64,6,8,0.065,82.3,organic,silver,desktop,5,160.96
11.11,10,4,0.077,74.6,email,none,mobile,2,138.66
15.46,6,7,0.17,50.6,organic,silver,mobile,5,133.3
18.25,12,8,0.163,39.6,ads,silver,mobile,7,178.19
12.12,8,7,0.026,73.2,organic,gold,mobile,8,170.97
1.85,6,3,0.166,58.3,organic,silver,mobile,5,121.91
5.46,6,3,0.117,29.1,email,none,desktop,8,136.11
4.69,12,5,0.095,72.6,organic,none,mobile,4,128.05
12.77,9,5,0.111,95.5,ads,none,mobile,3,136.05
5.43,13,3,0.012,62.8,organic,none,desktop,3,110.48
12.44,5,2,0.067,56.9,organic,silver,mobile,4,98.32
8.87,7,5,0.082,54.2,organic,silver,mobile,3,113.29
12.7,9,7,0.016,49.1,organic,none,mobile,5,141.43
9.52,10,4,0.08,47.3,organic,silver,desktop,4,134.69
10.63,10,10,0.087,42.6,social,none,desktop,7,164.99
9.67,16,3,0.061,79.0,ads,gold,desktop,4,166.03
19.75,10,6,0.04,64.4,organic,silver,mobile,7,163.63
12.36,6,5,0.07,52.6,organic,none,mobile,4,118.86
9.31,9,7,0.111,48.9,email,none,mobile,9,145.78
15.0,11,9,0.094,63.5,social,gold,mobile,2,151.64
23.55,8,8,0.049,70.8,email,none,mobile,7,170.96
17.51,9,6,0.145,76.3,organic,none,mobile,6,166.01
10.85,12,10,0.118,52.6,ads,gold,mobile,7,180.04
10.14,12,5,0.018,65.9,email,silver,mobile,6,132.81
17.31,11,5,0.08,72.2,email,silver,desktop,4,172.41
17.28,12,4,0.092,85.6,social,silver,mobile,9,200.79
7.12,12,3,0.033,63.3,organic,none,desktop,4,107.95
12.86,7,6,0.108,75.2,ads,silver,desktop,5,152.73
11.99,6,6,0.066,24.0,social,none,desktop,3,115.23
14.49,10,5,0.049,60.3,social,none,mobile,5,132.21
11.49,7,6,0.03,47.8,social,silver,mobile,5,117.58
13.85,11,4,0.057,47.5,email,silver,desktop,3,126.07
19.32,15,6,0.101,50.5,organic,silver,mobile,5,158.76
12.04,7,10,0.139,77.9,ads,none,desktop,5,140.53
22.38,15,6,0.145,61.9,organic,silver,mobile,3,172.57
9.62,12,1,0.065,73.2,email,none,desktop,4,139.62
13.15,11,2,0.073,41.1,ads,silver,mobile,3,122.63
19.89,11,4,0.009,61.7,email,none,mobile,3,144.08
6.52,8,4,0.165,73.5,organic,none,tablet,2,113.49
8.4,11,3,0.041,76.8,email,none,mobile,4,128.43
17.16,11,5,0.043,58.0,ads,gold,desktop,4,165.31
9.18,12,5,0.098,65.3,email,none,mobile,3,123.57
14.05,7,2,0.035,100.0,ads,silver,mobile,6,140.98
19.93,10,6,0.078,50.4,email,gold,desktop,5,200.42
24.36,22,5,0.094,47.6,organic,none,mobile,3,179.3
8.55,6,6,0.116,60.2,social,none,tablet,3,121.42
19.43,11,3,0.119,62.8,ads,none,mobile,2,129.96
13.0,9,4,0.114,77.6,organic,gold,mobile,3,151.82
10.27,6,6,0.059,100.0,organic,none,mobile,4,121.22
13.19,17,6,0.066,41.6,email,none,mobile,3,152.26
19.25,12,5,0.094,28.4,organic,none,desktop,5,140.22
15.16,9,2,0.112,46.0,email,none,mobile,8,167.42
14.36,10,1,0.137,52.2,ads,silver,mobile,3,119.39
7.63,14,3,0.026,39.7,email,none,desktop,6,138.86
20.53,10,5,0.14,44.3,email,none,desktop,6,167.46
3.82,12,4,0.11,40.5,organic,gold,desktop,2,124.11
11.32,10,11,0.07,50.8,ads,gold,desktop,4,167.93
11.83,10,7,0.053,51.9,social,gold,mobile,5,146.59
11.74,5,3,0.094,54.7,ads,silver,mobile,2,94.85
4.16,8,2,0.049,40.4,ads,silver,mobile,3,63.16
8.72,4,4,0.107,82.2,organic,silver,mobile,5,138.15
16.47,19,1,0.103,30.7,email,silver,mobile,3,175.34
19.41,16,3,0.07,80.3,email,gold,mobile,6,217.46
15.72,7,6,0.155,30.8,social,silver,desktop,2,124.16
3.1,13,4,0.027,48.2,email,silver,desktop,7,132.28
2.58,14,5,0.101,90.1,organic,none,tablet,3,120.29
6.33,13,5,0.129,49.9,organic,none,mobile,5,120.22
15.32,10,5,0.108,81.2,email,silver,mobile,3,141.7
9.36,14,5,0.127,81.5,ads,gold,mobile,2,152.28
16.54,11,6,0.042,69.1,email,none,mobile,1,129.67
8.94,11,2,0.081,53.1,ads,none,desktop,5,86.03
16.31,13,2,0.11,29.1,ads,gold,mobile,3,153.99
16.87,5,5,0.004,75.9,social,none,mobile,2,132.4
14.53,7,4,0.169,62.9,organic,none,mobile,5,125.12
8.8,6,4,0.038,68.9,email,none,desktop,3,120.31
1.63,8,2,0.066,66.3,social,none,mobile,9,151.62
13.47,10,4,0.14,76.6,ads,gold,mobile,5,168.04
14.83,7,5,0.059,57.2,email,none,mobile,3,134.45
5.39,11,2,0.216,48.9,organic,none,desktop,2,123.8
1.0,8,5,0.05,55.1,social,none,mobile,4,96.31
8.97,7,4,0.182,61.6,ads,none,mobile,4,146.4
12.24,12,8,0.045,86.4,email,silver,desktop,3,155.07
20.48,14,2,0.086,83.5,organic,none,tablet,3,177.72
3.64,10,9,0.062,63.6,organic,gold,mobile,6,153.24
12.18,9,5,0.134,43.6,organic,none,mobile,3,107.59
11.57,6,3,0.12,100.0,organic,none,mobile,3,125.28
14.1,10,7,0.077,96.9,ads,silver,desktop,8,157.54
18.15,8,4,0.101,38.4,organic,none,tablet,7,140.77
5.57,10,4,0.119,71.8,organic,none,mobile,3,113.18
20.49,9,8,0.049,99.7,social,none,tablet,4,148.98
12.73,9,5,0.097,35.1,ads,silver,tablet,2,101.27
2.51,4,4,0.109,45.8,ads,none,mobile,4,90.91
7.93,10,6,0.104,69.1,ads,none,mobile,6,147.09
13.73,14,4,0.167,47.3,organic,silver,mobile,5,170.06
12.09,10,6,0.0,28.6,ads,silver,mobile,3,118.25
17.92,13,3,0.147,49.3,social,gold,mobile,3,166.17
16.12,10,6,0.044,60.9,social,silver,desktop,2,140.05
12.9,12,5,0.114,77.8,ads,gold,mobile,3,151.11
3.92,11,4,0.104,42.6,organic,none,tablet,6,122.96
10.25,7,5,0.119,54.7,ads,silver,tablet,4,129.87
15.9,7,8,0.087,32.2,organic,silver,desktop,1,83.44
8.69,5,4,0.078,61.6,social,gold,tablet,2,125.39
5.34,8,7,0.094,58.5,ads,none,mobile,4,127.51
8.58,14,8,0.074,19.6,ads,gold,mobile,4,146.33
16.5,7,4,0.117,40.2,social,none,desktop,3,135.66
1.67,9,8,0.038,45.7,social,none,desktop,4,113.87
10.76,9,4,0.114,85.7,email,none,mobile,3,120.25
2.77,8,4,0.019,53.9,organic,silver,desktop,5,121.95
10.58,9,3,0.065,72.0,ads,none,desktop,6,144.82
10.68,6,4,0.02,45.8,social,silver,desktop,3,110.12
8.76,8,7,0.119,60.3,social,silver,desktop,4,153.46
13.35,8,3,0.054,47.0,ads,gold,tablet,3,119.53
21.95,10,5,0.064,59.2,organic,silver,desktop,3,136.71
11.91,17,4,0.07,71.0,email,none,mobile,4,159.55
19.87,4,5,0.138,40.7,organic,none,mobile,5,132.03
1.0,6,2,0.093,51.9,organic,silver,mobile,7,98.16
11.27,14,3,0.052,58.8,social,none,tablet,4,131.95
7.47,8,2,0.221,71.5,email,none,mobile,6,166.16
2.71,12,4,0.0,58.1,ads,none,mobile,3,109.65
14.17,12,4,0.082,77.3,organic,none,mobile,7,171.82
8.06,9,7,0.068,49.5,ads,silver,mobile,7,177.59
17.05,12,3,0.098,28.5,social,gold,mobile,10,164.86
8.33,11,5,0.11,44.4,ads,gold,tablet,8,156.13
5.6,9,8,0.027,87.3,ads,none,desktop,3,138.47
6.44,11,3,0.071,85.9,ads,gold,mobile,2,157.21
13.25,12,3,0.128,87.2,ads,silver,mobile,3,155.81
10.03,11,4,0.127,61.2,organic,none,mobile,4,143.46
9.72,8,4,0.242,53.9,organic,none,desktop,5,138.25
5.94,10,6,0.246,98.5,social,silver,desktop,1,139.21
9.28,18,2,0.088,26.2,social,none,mobile,9,169.66
15.93,9,5,0.106,53.7,social,none,mobile,4,128.44
12.16,16,2,0.146,76.1,organic,none,mobile,4,163.28
9.25,10,5,0.101,49.0,organic,silver,mobile,8,138.17
5.66,12,3,0.043,71.7,email,none,desktop,5,137.1
6.18,8,3,0.036,79.4,organic,none,desktop,2,81.34
1.0,15,6,0.134,41.0,social,silver,tablet,5,133.21
13.54,15,1,0.165,43.8,ads,silver,mobile,3,158.09
10.23,7,1,0.105,73.6,social,none,mobile,4,111.65
1.82,11,7,0.06,60.7,organic,silver,mobile,4,142.16
4.86,13,4,0.119,48.2,social,gold,tablet,2,113.84
7.41,6,3,0.113,66.8,organic,none,mobile,3,83.38
5.74,7,4,0.161,36.6,organic,silver,desktop,2,109.42
8.53,6,4,0.09,66.8,organic,silver,mobile,6,139.43
4.01,8,5,0.19,51.5,organic,gold,mobile,3,124.29
11.79,16,6,0.088,54.3,email,gold,desktop,3,159.15
1.27,11,5,0.011,72.7,email,none,desktop,3,119.77
16.7,10,6,0.177,79.8,social,silver,desktop,2,161.88
9.12,9,4,0.09,74.5,organic,gold,desktop,4,144.21
11.34,10,4,0.029,68.8,email,gold,mobile,9,191.83
13.07,12,4,0.084,48.9,ads,gold,mobile,2,168.31
16.27,9,3,0.131,75.3,organic,gold,desktop,3,170.84
6.37,10,7,0.085,52.1,organic,none,mobile,8,160.2
10.05,9,3,0.147,98.0,organic,gold,mobile,5,140.57
22.96,7,4,0.163,42.2,social,gold,mobile,5,145.81
11.46,10,5,0.163,37.2,email,none,mobile,5,158.48
10.77,4,2,0.076,57.2,email,gold,desktop,5,119.62
8.42,13,4,0.11,89.3,social,silver,desktop,7,175.41
6.51,10,4,0.036,73.8,organic,silver,desktop,1,90.73
14.38,11,2,0.036,53.9,ads,silver,mobile,1,123.18
7.59,13,3,0.15,56.3,ads,none,mobile,2,110.53
2.38,13,5,0.038,71.0,social,silver,tablet,2,105.04
14.38,15,7,0.09,100.0,organic,none,mobile,2,168.22
16.38,13,3,0.142,43.3,ads,gold,desktop,5,171.26
11.41,7,4,0.078,67.9,organic,gold,mobile,3,136.07
10.16,12,4,0.014,48.6,social,none,mobile,6,152.58
5.52,13,4,0.076,42.2,organic,none,mobile,2,90.64
15.32,11,4,0.06,71.7,organic,gold,mobile,1,134.95
13.19,18,6,0.113,77.6,email,silver,desktop,4,170.05
12.56,11,1,0.077,36.2,email,none,desktop,3,97.07
6.76,10,5,0.122,79.3,ads,gold,desktop,5,156.67
11.79,12,4,0.136,62.3,ads,none,mobile,3,148.21
6.3,11,5,0.094,48.3,organic,none,desktop,6,138.41
15.67,7,3,0.08,68.6,organic,none,mobile,3,130.93
9.61,15,2,0.028,70.8,ads,gold,desktop,7,151.73
7.47,9,5,0.071,52.5,organic,silver,mobile,5,138.04
14.66,7,4,0.185,78.2,organic,silver,desktop,3,127.28
17.62,10,6,0.063,61.4,organic,gold,mobile,2,168.35
7.07,10,7,0.026,44.6,email,silver,mobile,6,131.34
13.52,15,4,0.121,70.8,organic,none,mobile,3,157.54
11.05,13,4,0.062,49.3,email,silver,tablet,3,159.56
14.66,9,2,0.032,83.3,social,none,mobile,6,136.67
17.42,13,0,0.124,74.1,organic,gold,mobile,5,177.73
20.05,10,5,0.167,65.8,organic,none,mobile,5,161.87
1.0,8,3,0.115,65.9,ads,none,mobile,4,126.51
14.43,10,5,0.054,77.5,email,none,mobile,3,145.93
9.7,10,5,0.106,82.4,organic,silver,mobile,4,141.71
15.27,14,1,0.096,98.3,organic,none,mobile,7,165.53
18.29,10,6,0.147,75.4,ads,silver,desktop,3,151.31
4.47,13,4,0.132,65.1,email,gold,tablet,7,174.06
6.4,11,4,0.0,68.7,social,none,mobile,5,121.95
9.4,8,8,0.089,60.1,organic,silver,mobile,2,125.39
20.02,9,5,0.046,74.6,organic,silver,mobile,5,149.63
11.41,6,3,0.123,71.4,ads,gold,mobile,7,139.88
14.29,8,3,0.068,53.5,social,gold,mobile,4,156.8
13.04,11,3,0.153,59.4,organic,none,desktop,5,166.17
8.15,6,1,0.093,51.5,ads,none,desktop,5,90.93
17.64,9,4,0.096,57.7,organic,none,mobile,8,128.34
10.83,12,7,0.117,74.3,email,silver,desktop,5,157.03
16.56,10,5,0.128,45.8,organic,gold,desktop,5,180.66
17.67,10,6,0.121,45.2,ads,none,mobile,5,154.13
5.29,9,3,0.223,71.7,email,silver,tablet,4,142.24
3.28,9,3,0.11,81.0,ads,none,mobile,3,108.78
17.54,9,3,0.08,38.0,organic,none,mobile,6,137.76
17.87,12,5,0.091,69.5,social,none,mobile,3,164.97
8.25,13,4,0.08,58.6,ads,silver,tablet,3,138.75
10.12,6,8,0.103,50.2,organic,gold,mobile,5,127.39
14.62,10,2,0.117,46.6,ads,gold,mobile,4,123.79
12.24,13,8,0.125,62.9,social,silver,desktop,3,158.67
9.44,9,10,0.059,67.2,email,none,mobile,2,97.84
10.66,9,5,0.064,56.6,organic,none,desktop,4,146.03
14.62,6,6,0.108,77.3,organic,none,mobile,5,140.43
7.51,13,5,0.1,60.0,ads,none,mobile,3,128.47
8.26,11,3,0.05,58.7,social,none,mobile,4,120.34
14.02,9,6,0.0,35.0,ads,none,mobile,3,119.51
11.2,8,3,0.155,52.9,social,none,desktop,4,128.23
10.28,11,6,0.065,44.9,organic,none,mobile,4,140.05
11.64,18,5,0.105,52.5,ads,none,desktop,3,135.12
7.94,8,4,0.141,58.9,organic,none,desktop,1,86.65
18.87,13,5,0.066,54.3,ads,none,tablet,7,152.5
8.31,7,2,0.081,63.3,organic,gold,mobile,7,139.53
12.52,11,7,0.088,69.1,organic,gold,desktop,5,169.22
14.77,12,2,0.076,81.1,organic,silver,desktop,2,164.69
14.77,15,7,0.103,60.7,social,silver,mobile,4,128.67
14.27,7,3,0.079,56.1,organic,none,mobile,3,115.01
9.66,13,2,0.119,63.2,ads,silver,mobile,3,142.81
18.33,6,3,0.109,100.0,organic,gold,mobile,4,177.19
13.67,7,0,0.148,59.4,organic,none,tablet,5,113.2
16.57,11,7,0.027,75.9,email,none,mobile,2,141.2
2.62,7,4,0.102,74.5,ads,gold,desktop,4,122.01
11.98,4,4,0.1,66.0,ads,silver,mobile,5,104.45
21.24,10,3,0.052,42.9,ads,none,tablet,6,170.53
1.12,9,7,0.106,100.0,organic,none,mobile,4,132.21
19.9,5,5,0.133,76.7,social,none,desktop,4,154.44
12.71,9,8,0.028,45.7,social,none,mobile,3,125.12
22.9,17,5,0.0,60.5,organic,silver,desktop,7,181.09
1.0,17,4,0.028,64.0,social,silver,mobile,4,133.33
3.33,4,1,0.097,90.1,organic,none,tablet,2,85.82
12.08,12,7,0.113,67.8,ads,none,desktop,4,151.49
20.26,13,2,0.143,26.8,ads,silver,desktop,5,136.41
6.4,7,5,0.047,65.5,ads,none,desktop,6,116.39
15.68,10,6,0.096,37.8,social,gold,mobile,4,164.09
17.81,16,1,0.128,75.2,organic,none,mobile,3,145.08
3.56,13,4,0.169,70.7,organic,none,mobile,5,124.11
17.86,19,5,0.129,41.4,ads,none,mobile,9,190.3
13.78,8,2,0.094,85.2,ads,gold,mobile,5,152.29
11.4,9,7,0.084,75.0,organic,none,desktop,5,159.83
16.69,8,7,0.073,67.7,ads,silver,desktop,6,175.99
8.21,5,6,0.123,44.9,ads,none,mobile,2,120.23
3.9,13,2,0.137,55.5,organic,none,mobile,2,98.74
10.81,10,3,0.08,68.2,ads,none,mobile,4,97.35
10.24,13,4,0.152,58.2,ads,gold,mobile,5,168.12
7.98,4,4,0.098,44.8,email,none,tablet,3,98.1
10.08,6,8,0.145,64.6,organic,silver,mobile,3,134.23
11.9,11,5,0.055,39.4,email,none,desktop,5,128.84
17.68,6,2,0.139,59.9,organic,none,desktop,6,134.82
5.11,9,2,0.135,47.6,organic,none,mobile,3,119.37
8.96,13,4,0.151,50.3,email,silver,mobile,4,129.87
7.63,11,6,0.081,51.1,organic,silver,desktop,4,119.81
